위도,경도,설치형태,근처 가로등수,근처 CCTV개수,근처 킥라니주차장개수,300m내_사고다발지역_개수,가장가까운_사고다발지역_거리(m),주변 학교 수,가장 가까운 학교와의 거리,광원 등급,위험도(100점)
36.83049697,127.1487212,LED,110,1,3,0,346.23226280645144,0,620.9122508695438,5,43.78
36.81628725,127.1053599,CDM,131,5,3,0,367.3521678249143,1,212.0704071267652,4,43.78
36.79878909,127.1231684,LED,100,10,3,0,376.4904375538173,2,269.393915285658,5,43.79
36.79774166,127.1413018,LED,80,3,0,0,413.979826885977,0,386.77743482871415,5,43.79
36.83861569,127.1507128,나트륨,128,1,0,0,681.3933461732248,0,311.6163969605497,2,43.79
36.82936549,127.1612736,LED,124,1,0,0,753.6263793985155,1,259.2645611731084,5,43.79
36.80003182,127.1052449,메탈,210,3,9,3,57.62076659907881,0,524.0327122892045,5,43.79
36.80535811,127.1592902,LED,103,3,4,0,826.6991812733992,0,384.0746663422299,5,43.79
36.80529982,127.1590744,LED,104,3,4,0,806.7534810588004,0,370.2394501893489,5,43.79
36.79755319,127.1412959,LED,79,3,0,0,420.9399181139971,0,401.6490094394664,5,43.8
36.8068254,127.106761,LED,187,11,9,2,41.700854764011694,2,206.05789852737016,5,43.8
36.82294766,127.1095635,나트륨,134,7,2,2,152.54507861417494,0,467.36279969017016,2,43.8
36.80760915,127.1063871,CDM,186,11,8,2,76.81052560961876,2,275.1552128758767,4,43.8
36.83075532,127.1171216,CDM,115,1,2,0,420.9168170648675,0,547.116029178182,4,43.8
36.83053603,127.1223646,메탈,108,6,0,0,685.7470762297702,2,250.1605282411608,5,43.8
36.82195027,127.1520363,LED,101,2,2,0,322.2558927934724,0,474.940450051028,5,43.8
36.81753761,127.1066922,CDM,168,9,2,0,331.11577221747183,4,207.0666530037473,4,43.8
36.82952044,127.1616354,LED,132,0,0,0,790.0039152023772,1,260.05119568172387,5,43.8
36.79243164,127.1356844,LED,86,2,0,0,729.5942106123888,0,327.86948312168664,5,43.8
36.79046022,127.1446725,LED,89,0,0,0,932.8816018951384,0,554.7561617379118,5,43.81
36.8029279,127.1061674,LED,220,7,13,2,166.44703575209465,1,278.2881341713391,5,43.81
36.8227185,127.1633735,LED,104,5,2,0,643.4561377010613,1,294.3634973294977,5,43.81
36.80584024,127.1427006,LED,112,9,3,1,104.5966232256386,1,186.69068105901968,5,43.81
36.80650334,127.144532,LED,127,8,3,1,101.19584932156744,1,27.513193015544875,5,43.81
36.81718834,127.1007685,CDM,79,5,1,0,678.3231747524203,0,319.0944706298891,4,43.81
36.81765323,127.0997959,CDM,66,5,0,0,776.6822362636536,0,395.3469699682423,4,43.82
36.84114766,127.1256299,CDM,189,5,5,0,1046.4456312537038,3,159.2139203743954,4,43.82
36.81791471,127.100507,CDM,77,5,1,0,752.6538166660488,0,330.59390549898325,4,43.82
36.79846065,127.1410062,LED,83,3,0,0,424.7896485603832,0,313.49817311869725,5,43.82
36.7985807,127.1412019,LED,83,3,0,0,406.4022073777022,0,319.4548905466645,5,43.82
36.82506051,127.1578711,CCTV,134,5,2,0,332.94438601150244,0,326.3207641573394,0,43.82
36.80025393,127.09841,메탈,65,4,0,0,520.4102206099104,0,471.9622804070058,5,43.82
36.83870122,127.150769,나트륨,127,1,0,0,691.8303144895807,0,320.972397449376,2,43.82
36.80707183,127.1614369,LED,87,3,3,0,1055.893207657798,0,472.50537898727873,5,43.82
36.83374731,127.1234907,나트륨,91,4,0,0,630.7817878609569,0,546.319564845676,2,43.82
36.8067727,127.1069409,LED,186,12,10,2,58.1578345822217,2,189.0182286945811,5,43.83
36.82512469,127.1570361,LED,126,4,1,2,258.74944983400127,0,325.12236182031984,5,43.83
36.80998841,127.1481772,메탈,134,5,4,2,68.32130935953823,0,511.6277749664896,5,43.83
36.83864229,127.1510492,나트륨,127,1,0,0,703.7798713575193,0,314.8563007968415,2,43.83
36.82397404,127.1242204,LED,110,5,3,1,152.22721298892452,0,388.1029882841212,5,43.83
36.82968877,127.1669771,나트륨,102,1,0,0,1223.0488074279954,0,649.6438256674297,2,43.83
36.84121941,127.1381221,LED,161,6,2,1,21.658189360428462,2,125.48875242634722,5,43.83
36.82215643,127.1076542,CDM,114,4,4,0,309.80589052806835,0,367.8731064223331,4,43.83
36.80948705,127.1527205,LED,104,1,1,0,339.98846964367124,0,422.6407000832722,5,43.84
36.80731848,127.1064567,CDM,186,13,9,2,55.28594109379908,2,248.15726213533367,4,43.84
36.8214609,127.1626698,LED,106,6,3,0,506.285688851359,1,270.1749914787721,5,43.84
36.82935021,127.1488002,LED,89,1,0,0,430.3249218267974,0,547.210355431025,5,43.84
36.8319582,127.123655,나트륨,109,3,0,0,619.2983601258001,0,353.4930340343117,2,43.84
36.81060588,127.100589,CDM,128,2,0,0,562.067415345775,1,271.0163699767587,4,43.84
36.843425,127.1370301,메탈,115,3,1,1,242.28645945026395,0,302.5567749803491,5,43.84
36.81756318,127.1613049,LED,85,5,3,0,320.2654324125197,0,406.3827741533786,5,43.85
36.8029677,127.1054609,LED,198,7,10,2,156.4488403854195,1,261.8316352292336,5,43.85
36.83248643,127.1183993,CDM,128,1,1,1,282.72269389772987,0,595.930422833421,4,43.85
36.83869953,127.1503234,나트륨,127,1,0,0,666.1276152185528,0,324.08144656415044,2,43.85
36.83072303,127.1201341,CDM,116,0,0,0,532.2843836806378,0,346.6685095021978,4,43.85
36.83941212,127.1386121,LED,152,4,3,1,227.26856727814464,1,211.8881089846261,5,43.85
36.83686966,127.1176168,LED,159,2,9,1,282.2465276227972,0,798.6625445300413,5,43.85
36.82287299,127.1074618,CDM,102,5,4,0,330.51638783373085,0,422.6550379725837,4,43.86
36.80742758,127.1615749,LED,80,3,2,0,1079.8374305990765,0,442.3336497204221,5,43.87
36.80521709,127.1586091,LED,105,3,4,0,764.4486343771638,0,347.14860106518444,5,43.87
36.80684514,127.1186288,LED,73,5,1,0,429.8551246788589,0,301.33961587223246,5,43.87
36.78811687,127.1362874,CPO,102,9,0,0,950.680569579462,2,156.01344277060193,3,43.87
36.81241704,127.1534007,LED,105,7,0,0,380.8544959214092,2,222.1472664095977,5,43.88
36.84279324,127.1256859,CDM,150,6,1,0,1111.7026634788235,3,127.266896917842,4,43.88
36.80505916,127.1465036,LED,104,6,2,0,324.7629741523267,1,210.9692444214488,5,43.88
36.83054472,127.1226728,메탈,108,6,0,0,682.4253091503901,2,234.39307351402928,5,43.88
36.8062064,127.1549328,LED,115,6,0,0,480.7102526140166,2,160.74605732281253,5,43.88
36.78456421,127.1529763,CDM,119,6,9,0,1133.0250240222565,0,372.7547811658397,4,43.89
36.79734559,127.1370993,LED,70,4,0,0,568.2775911878931,0,336.3330288829672,5,43.89
36.83085421,127.1512636,나트륨,137,5,7,0,489.3964402305331,0,534.5207200496008,2,43.89
36.81747007,127.0997163,CDM,65,5,0,0,768.3257140884688,0,404.6543384921412,4,43.89
36.83122906,127.1641724,LED,102,0,1,0,1083.5108674400128,0,369.9873893301976,5,43.89
36.79173385,127.1428902,CML,95,0,0,0,826.6612674396952,0,668.7467422267908,4,43.89
36.8214614,127.1627371,LED,105,6,3,0,511.1902525018743,1,275.3021611461896,5,43.9
36.80973709,127.152735,LED,104,1,1,0,338.7113662999926,0,410.43332516035775,5,43.9
36.79411502,127.1484239,나트륨,114,3,2,0,512.4548840645757,0,586.1939284858069,2,43.9
36.81688398,127.1036709,CDM,99,7,1,0,495.7239161674865,1,129.47860037692698,4,43.9
36.8077431,127.1052246,CDM,195,9,7,2,138.40159212459574,2,251.64262734564903,4,43.91
36.80513422,127.1582476,LED,106,3,4,0,731.317586760483,0,329.8386650625689,5,43.91
36.80817612,127.1453889,LED,137,9,7,1,249.42441525387136,1,216.57811446712404,5,43.91
36.78482671,127.1538114,CDM,113,6,8,0,1053.1624463601927,0,365.4314644617952,4,43.91
36.82287747,127.1562385,LED,125,3,1,0,338.9530808289829,1,153.32507285689564,5,43.91
36.8160437,127.0999724,CDM,74,4,0,0,654.9654818775941,0,434.1640076644781,4,43.91
36.8368973,127.1225337,CDM,91,4,3,0,601.9675394426081,0,568.2684599121877,4,43.91
36.80567708,127.15998,LED,99,2,3,0,893.0176905162855,0,444.344872512645,5,43.91
36.82196059,127.1074914,CDM,114,4,4,0,326.64274725329835,0,341.89855130095714,4,43.92
36.84367535,127.1321241,CDM,92,2,0,0,585.1756271979993,0,446.73953815701424,4,43.92
36.7843977,127.1616497,CDM,153,4,5,0,499.2644800650821,1,172.50148796358638,4,43.92
36.80638763,127.1524146,LED,107,12,2,0,312.524541330115,3,145.58634212074088,5,43.92
36.82873531,127.1194155,LED,97,4,0,0,693.0925603212557,1,268.0922538909546,5,43.92
36.80403626,127.1063653,LED,198,8,11,2,288.58375602220406,1,174.53251999505275,5,43.92
36.82480147,127.159535,LED,117,4,2,0,483.8199702928272,1,237.30324647693587,5,43.93
36.82205003,127.1082284,CDM,126,4,3,1,260.2937671782588,0,394.57635179576687,4,43.93
36.79029433,127.1447462,LED,88,0,0,0,950.5862465145988,0,543.868834813559,5,43.93
36.80946395,127.108037,LED,190,9,13,3,227.6380461738442,0,379.7932197902807,5,43.94
36.84248893,127.1247968,CDM,151,6,1,0,1156.666562604606,3,77.5778941131797,4,43.94
36.84477213,127.1215099,LED,83,3,2,0,1226.7889360270908,0,312.5532635454685,5,43.94
36.83874302,127.1177475,LED,134,1,7,0,484.9252205988992,0,661.0486531846464,5,43.94
36.83878388,127.1421929,LED,89,6,0,0,469.5717443754449,1,145.60672562413563,5,43.95
36.82231711,127.106839,CDM,104,5,4,0,381.4345475365844,0,341.34913992830155,4,43.95
36.83870539,127.14189,LED,89,6,0,0,454.4831797267063,1,150.7852230391965,5,43.95
36.79019885,127.1298825,LED,100,11,8,0,568.0844864946894,1,217.75299888757007,5,43.95
36.83733944,127.1516408,나트륨,133,4,0,0,649.1403753294933,1,183.5935007266013,2,43.95
36.84444112,127.1213664,LED,84,3,2,0,1187.8633781500837,0,302.518777792704,5,43.95
36.84197666,127.1339,CDM,142,4,0,0,375.3894984578845,2,201.78825796652364,4,43.96
36.821325,127.1625592,LED,105,6,3,0,489.50776061187656,1,270.1031240602743,5,43.96
36.83916516,127.112182,LED,71,1,0,0,643.4207549608441,0,817.9058711463061,5,43.96
36.83682463,127.1490109,나트륨,135,8,1,0,432.32684406386176,2,191.8555180132316,2,43.96
36.7985829,127.1415044,LED,81,3,0,0,379.50621705679225,0,341.763043361314,5,43.96
36.84392268,127.1342309,메탈,96,1,0,0,440.6957766673011,0,370.1618273236612,5,43.96
36.81772104,127.0995363,CDM,63,5,0,0,798.8395367237606,0,417.8214799709102,4,43.97
36.83169057,127.1167671,CDM,111,1,2,0,314.0057259826508,0,632.9583423636341,4,43.97
36.83138009,127.1163575,CDM,110,1,2,0,347.52266239565364,0,641.4771577335478,4,43.97
36.79289149,127.139335,LED,83,1,0,0,871.4269582119977,0,485.2207470614836,5,43.97
36.83094366,127.1517795,나트륨,136,5,7,0,525.0060730014586,0,526.0222424825375,2,43.97
36.79977422,127.103561,메탈,161,5,6,3,177.64056324905724,0,629.3094438390838,5,43.97
36.84097865,127.1256773,CDM,187,5,5,0,1030.6025851570953,3,172.77211208767315,4,43.97
36.82191264,127.1081946,CDM,126,4,3,1,265.8310601783931,0,382.0608503273314,4,43.98
36.79160316,127.1429123,CDM,94,0,0,0,839.899157998815,0,665.3012453736659,4,43.98
36.79177426,127.1228463,나트륨,118,9,3,0,312.72474901046496,1,167.64225386231436,2,43.98
36.78526277,127.1579966,CDM,138,5,5,0,690.7681077968957,1,219.1464375112893,4,43.98
36.79783331,127.1400078,LED,89,2,0,0,500.1019521252308,0,308.0930413056192,5,43.98
36.83740141,127.1489503,나트륨,133,8,1,0,477.0848799218147,2,213.4136888481829,2,43.98
36.78458895,127.15301,CDM,118,6,9,0,1129.2675024979935,0,375.1086361348762,4,43.98
36.82041907,127.1101383,CDM,139,5,3,2,78.82300590458136,0,434.2280927112298,4,43.98
36.83897044,127.1178572,LED,134,1,7,0,511.8118263971557,0,639.6982970592466,5,43.99
36.80972494,127.1480954,메탈,141,5,5,2,77.08203216705509,0,484.96321263156494,5,43.99
36.8289489,127.1468434,LED,82,2,1,0,303.9131064038488,0,677.4573063746428,5,43.99
36.78822766,127.1378869,CPO,95,9,0,0,1092.4826541967163,2,224.20195332889705,3,43.99
36.84257661,127.1256846,CDM,156,6,2,0,1108.7365859680338,3,134.81234237754322,4,43.99
36.82953721,127.1487866,LED,87,1,0,0,415.0494398407265,0,560.4666376848346,5,43.99
36.84044816,127.1381649,LED,167,5,2,1,107.07548938564769,2,119.16470066045962,5,43.99
36.79500725,127.1483248,나트륨,103,2,0,0,462.0311088534177,0,682.8739962016783,2,43.99
36.81756452,127.160313,LED,83,10,6,1,243.3960246153072,0,437.2894812310496,5,44.0
36.83053989,127.1229923,메탈,108,6,0,0,653.9843428373348,2,219.12179068777348,5,44.0
36.8308584,127.1515103,나트륨,136,5,7,0,508.2569866660705,0,526.0007995035796,2,44.0
36.83860927,127.1504465,나트륨,126,1,0,0,665.3469188011605,0,312.7142473546052,2,44.0
36.8378409,127.1482419,나트륨,117,6,0,0,483.0145872695584,1,201.4183920856183,2,44.0
36.81763469,127.100416,CDM,75,5,1,0,735.6077254674792,0,340.6045412917291,4,44.0
36.83011398,127.1487372,LED,93,1,1,0,370.8147209177861,0,604.5464339511734,5,44.0
36.80496876,127.146736,LED,102,6,2,0,309.7621392047613,1,233.2543906128864,5,44.0
36.83515408,127.1500053,나트륨,127,9,4,0,387.5297676356819,1,104.99082249133572,2,44.0
36.81930544,127.1013653,CDM,77,7,0,0,816.6973512627537,1,294.7913744434617,4,44.0
36.79716409,127.1475782,LED,102,1,1,1,244.0423978757974,0,896.8191188827136,5,44.01
36.82971924,127.1146119,CDM,103,2,2,0,557.0786611028923,0,521.8833164182278,4,44.01
36.81835558,127.1085371,CDM,166,3,3,1,237.20826356453048,1,282.2121634491285,4,44.01
36.80901925,127.1013909,CDM,124,3,0,0,499.23821580955473,1,156.87677682889722,4,44.01
36.82671453,127.1209461,CDM,96,9,0,0,476.8493458327863,2,202.30234616201471,4,44.01
36.80757778,127.1587737,LED,93,3,3,0,854.9141516199479,0,377.04025939893216,5,44.01
36.84263631,127.1260359,CDM,155,6,2,0,1078.5175038034731,3,161.90927092383205,4,44.01
36.79736471,127.1412899,LED,76,3,0,0,428.82153671014936,0,417.0394531493266,5,44.01
36.79706176,127.1370764,LED,67,4,0,0,580.651627835345,0,367.0769172633571,5,44.01
36.82389164,127.1254532,LED,108,4,2,1,91.60216509548972,0,437.33642340862446,5,44.01
36.84089983,127.1378497,메탈,169,5,2,1,59.39407451012112,2,90.1607883465571,5,44.01
36.80652443,127.1438617,LED,116,9,3,1,41.75233595276476,1,79.87852782015752,5,44.02
36.78755337,127.1365553,CPO,97,9,0,0,962.3567142608728,2,222.50256140175048,3,44.02
36.80618025,127.1525094,LED,106,13,2,0,301.4868129858109,3,147.4751416114476,5,44.02
36.81928063,127.1013989,CDM,77,7,0,0,813.8963541891341,1,290.81629322424686,4,44.02
36.7974859,127.1384917,LED,88,2,0,0,543.5770795504077,0,305.1884750263053,5,44.02
36.79783256,127.1402554,LED,88,2,0,0,501.6996179578815,0,319.8699685129965,5,44.02
36.84482842,127.1215464,LED,82,3,2,0,1233.802678575249,0,313.8684249481603,5,44.02
36.82957905,127.1616047,LED,130,0,0,0,791.3058486703627,1,253.109911597832,5,44.02
36.84367556,127.1367193,메탈,111,3,1,1,278.9355510095709,0,330.319617007734,5,44.03
36.80560579,127.1530938,LED,102,11,0,0,304.7084262157891,3,97.59975997276564,5,44.03
36.80647898,127.1633547,LED,69,2,1,0,1204.949169923033,0,616.2914714356001,5,44.03
36.80715513,127.1614782,LED,85,3,3,0,1062.166079888261,0,465.6245387718203,5,44.03
36.81560463,127.1652346,LED,91,3,2,0,731.1755925420691,0,302.91002065480654,5,44.03
36.79947918,127.1034821,메탈,154,5,5,3,183.49835004525048,0,602.5734198322109,5,44.03
36.84367541,127.1324114,CDM,92,2,0,0,562.216578262432,0,429.4099765471504,4,44.04
36.83900586,127.1538862,나트륨,106,2,0,0,919.6188554151358,0,446.08987315576985,2,44.04
36.78601269,127.1598775,CDM,133,5,3,0,503.6579372700229,1,66.93645951192579,4,44.04
36.81648115,127.1057493,CDM,145,7,4,0,340.4962417684654,2,213.6391638514699,4,44.04
36.8375242,127.1516187,나트륨,131,4,0,0,659.3995369726075,1,202.03519312340265,2,44.04
36.80580743,127.1602044,LED,96,2,3,0,915.287459239564,0,467.1076414673436,5,44.05
36.8371413,127.1226318,CDM,98,4,4,0,622.1284835224658,0,539.8351335652012,4,44.05
36.79091737,127.1360375,CDM,126,8,0,0,863.0143929555398,3,159.12925893127866,4,44.05
36.82944,127.1144994,CDM,103,2,2,0,589.7013289552699,0,501.1168134405938,4,44.05
36.79500752,127.1481035,나트륨,102,2,0,0,471.0683722873677,0,689.2316857707958,2,44.05
36.81801291,127.1651893,LED,85,1,0,0,641.039101237995,0,505.38478311221314,5,44.06
36.80614793,127.1048141,CDM,173,10,8,2,152.43625174738756,1,99.69323870217887,4,44.06
36.80969992,127.1482859,LED,142,4,4,2,61.68229234529967,0,478.8159982225781,5,44.06
36.80491394,127.1547963,LED,118,6,0,0,423.7880806229577,2,80.02443967991594,5,44.06
36.81448575,127.0998964,CDM,77,3,0,0,588.2132829845524,0,545.5122378289656,4,44.06
36.84465504,127.1214565,LED,82,3,2,0,1212.9333427543454,0,308.6711853061808,5,44.07
36.83868711,127.1421086,LED,88,6,0,0,470.5599983402965,1,139.08384336915466,5,44.07
36.79710295,127.1478302,LED,100,1,1,1,264.3128961996844,0,918.620756017794,5,44.07
36.81837039,127.1086834,CDM,165,3,3,1,226.5365398526741,1,294.1223741092719,4,44.07
36.82158217,127.1099006,CDM,146,7,4,3,140.40715212585573,0,474.2258316953802,4,44.07
36.83890597,127.1123133,LED,69,1,0,0,613.3296383282723,0,847.1262329235337,5,44.07
36.84435558,127.1213103,LED,83,3,2,0,1177.1837991200327,0,302.1791980186053,5,44.07
36.81671107,127.1064389,CDM,165,7,4,1,294.5763131221141,2,241.5628256428702,4,44.08
36.81755819,127.1599935,LED,82,10,6,1,220.9347582990837,0,449.8338182844564,5,44.08
36.82156449,127.1542184,CDM,118,5,2,0,312.7452428011971,1,282.1866615087516,4,44.08
36.81043014,127.1006251,CDM,126,2,0,0,568.4464583695323,1,257.956417613122,4,44.08
36.8334906,127.1237161,나트륨,89,4,0,0,654.9732437295191,0,522.5158262723387,2,44.08
36.7988123,127.1420734,LED,79,3,0,0,328.0414958288539,0,374.1478330700535,5,44.08
36.8059989,127.1603949,LED,94,2,3,0,936.0900714895206,0,494.154420251567,5,44.08
36.83920251,127.1387042,LED,148,4,3,1,251.8164444468794,1,234.0253802849681,5,44.09
36.800514,127.1076603,메탈,223,4,11,3,215.9868920904377,0,303.0013366956332,5,44.09
36.83987145,127.1381676,LED,171,5,3,1,171.05748050238472,2,148.53592282890628,5,44.09
36.81894072,127.1010986,CDM,76,7,0,0,809.7571914873904,1,298.4331841033575,4,44.09
36.80877313,127.1020518,CDM,134,3,1,0,434.53860373558894,1,109.990742712673,4,44.09
36.82915174,127.1144036,CDM,103,2,2,0,622.8421460891534,0,479.9706802546279,4,44.09
36.84162021,127.1371149,메탈,167,5,2,1,87.19785576355802,2,103.91565261104812,5,44.1
36.79039025,127.1299613,LED,99,11,8,0,571.7591578927621,1,204.03656651651625,5,44.1
36.81727323,127.1016148,CDM,89,7,1,0,633.9785270634353,1,244.26250136984405,4,44.1
36.79097112,127.1476364,LED,87,3,2,0,822.6809712008449,0,337.946008135781,5,44.1
36.80075567,127.106133,CDM,224,3,9,3,107.64717735470622,0,428.0133040688305,4,44.1
36.79970925,127.1031547,메탈,153,5,5,3,212.9265300700355,0,597.778072808539,5,44.1
36.83876491,127.1502871,나트륨,124,1,0,0,669.8010713501001,0,331.7475363758074,2,44.1
36.81514752,127.1057344,CDM,158,8,9,2,251.82301863642272,0,340.75550120601724,4,44.1
36.82131644,127.1628511,LED,102,6,3,0,510.4836616408815,1,292.32694064484434,5,44.11
36.79720206,127.1384856,LED,85,2,0,0,574.8319760688988,0,336.6511385689563,5,44.11
36.80712944,127.1087341,LED,129,15,6,2,139.66508227128762,1,113.31633474203548,5,44.11
36.8213256,127.1626489,LED,103,6,3,0,496.1062451915005,1,276.6623809964536,5,44.11
36.80834685,127.1026396,CDM,135,3,1,0,365.9266299277081,1,110.44183716682237,4,44.11
36.84254192,127.1249014,CDM,149,6,1,0,1167.160278345931,3,78.88937431801308,4,44.11
36.81821179,127.1076963,CDM,172,6,3,0,305.9804224249976,3,219.52760180431272,4,44.11
36.83887843,127.1174927,LED,124,1,6,0,494.8904787492593,0,672.9318251650354,5,44.11
36.83840187,127.1231618,CDM,135,2,6,0,736.8001249196133,0,392.6659347024589,4,44.11
36.82279677,127.1452624,LED,72,4,0,0,399.0084189012038,0,305.22144933304736,5,44.11
36.80620022,127.1544929,LED,114,6,0,0,445.7008873716369,2,141.54942821845836,5,44.12
36.83889125,127.1409375,LED,100,6,2,0,379.3906405474913,1,223.05540662724457,5,44.12
36.8252778,127.1570981,LED,123,4,1,2,260.97633191329794,0,322.4505669176732,5,44.12
36.80034408,127.1062258,CDM,212,4,9,3,105.48960506028922,0,430.39203841110384,4,44.12
36.82670842,127.1217793,CDM,99,9,0,0,412.522556425053,2,138.46572750810316,4,44.12
36.81628746,127.1601198,LED,77,6,3,0,334.33566208514503,0,326.4317772074162,5,44.12
36.79424458,127.163029,LED,84,3,2,0,711.262878447014,0,435.475190574809,5,44.12
36.81061126,127.1056413,CDM,229,9,9,4,232.17341015104256,1,269.56990637052803,4,44.12
36.83727682,127.1512819,나트륨,140,4,1,0,618.9947746280882,1,167.0471549314058,2,44.13
36.7976159,127.1371166,LED,69,4,0,0,557.535150410027,0,307.3528378727282,5,44.13
36.80555344,127.1597809,LED,98,2,3,0,873.2219155062157,0,423.55565990626224,5,44.13
36.80096147,127.1060866,CDM,229,3,9,3,87.07280868483761,0,428.714929025949,4,44.13
36.81240627,127.1530149,LED,104,7,0,0,346.8611617098129,2,201.3815538040541,5,44.13
36.81751763,127.100315,CDM,73,5,1,0,732.7847958883399,0,351.13981553060256,4,44.14
36.8357141,127.1457093,LED,96,11,0,1,186.99894231720643,2,130.67775851279467,5,44.14
36.79049859,127.1358239,CDM,127,8,0,0,878.1968235114027,3,112.58126712518153,4,44.14
36.8333034,127.1513751,나트륨,155,8,8,0,433.4260737791944,1,283.23412031039567,2,44.14
36.82472008,127.1597478,LED,115,4,2,0,504.1763343538696,1,225.28294552118376,5,44.14
36.79951987,127.1033225,메탈,153,5,5,3,197.50760383570915,0,594.6835552898889,5,44.14
36.83762864,127.141832,LED,98,8,0,0,496.4588340675389,2,89.25577641303701,5,44.14
36.83998738,127.1191677,LED,145,1,8,0,655.3804132758194,0,483.6817621803583,5,44.14
36.83789318,127.1227406,CDM,124,3,6,0,673.6327720214395,0,456.4482914852474,4,44.14
36.79657924,127.1390302,LED,80,2,0,0,638.5243441544908,0,411.0750304548243,5,44.14
36.84367546,127.1326987,CDM,92,2,0,0,539.4915630253486,0,412.9360679315364,4,44.15
36.82334299,127.1200946,LED,94,4,3,0,303.6305717661678,0,341.0793719065811,5,44.15
36.81781313,127.1067767,CDM,165,9,2,0,348.19008656718745,4,185.6281896425781,4,44.15
36.82287912,127.1566981,LED,123,3,1,0,370.7476534936698,1,130.31873925887643,5,44.15
36.80619542,127.154717,LED,113,6,0,0,463.043641892244,2,149.58826510315313,5,44.15
36.8115574,127.1526854,LED,118,5,0,0,337.9742381745096,2,272.9208899232992,5,44.15
36.82128053,127.1627529,LED,102,6,3,0,500.9864327385957,1,287.14441852749616,5,44.15
36.79039748,127.1295327,LED,97,11,8,0,560.34348463016,1,240.5880858570665,5,44.15
36.81732528,127.1013375,CDM,87,7,1,0,654.4911289433596,1,266.21579089872233,4,44.16
36.79225977,127.1631117,LED,85,4,2,0,497.302736233388,0,301.55839180224376,5,44.16
36.78808604,127.1376262,CPO,94,9,0,0,1066.5958441457433,2,217.6031601479308,3,44.16
36.80504273,127.157589,LED,114,2,4,0,671.8580767517454,0,311.9046054392698,5,44.16
36.82236625,127.1073154,CDM,110,4,4,0,338.9692290799574,0,368.2214703486832,4,44.16
36.8370122,127.1482959,나트륨,127,9,1,0,407.4698559166332,2,141.10408639070351,2,44.16
36.81690675,127.1022033,CDM,91,7,1,0,569.221176173983,1,214.5026133412756,4,44.16
36.80647184,127.1619904,LED,79,3,3,0,1086.1340140151797,0,553.8494379371713,5,44.16
36.83890301,127.1405143,LED,106,6,3,0,354.0117884580313,1,253.4986767547084,5,44.16
36.8179311,127.1427795,LED,62,5,0,0,383.2379113526464,0,327.1738150227344,5,44.16
36.83612396,127.1177321,나트륨,156,2,5,1,212.4285800942988,0,851.4760841786671,2,44.16
36.8232229,127.1098887,나트륨,132,7,2,2,144.4684906560683,0,432.1756628674053,2,44.16
36.83798455,127.1418551,LED,97,8,0,0,508.95451382370527,2,98.02835742473566,5,44.17
36.83839258,127.1120603,LED,67,1,0,0,583.6967267470061,0,876.46355438359,5,44.17
36.8224925,127.1632751,LED,101,5,2,0,620.1193442398351,1,286.6276859392521,5,44.17
36.79687092,127.1384654,LED,82,2,0,0,611.5059079631155,0,373.3198103362206,5,44.17
36.80089901,127.1028089,CDM,149,6,4,3,240.3626381140163,0,536.2211155273081,4,44.17
36.8342854,127.1513306,나트륨,152,8,7,0,449.43819837874025,1,175.47086713365434,2,44.17
36.8306772,127.1522778,CDM,114,5,7,0,577.9858422722538,0,483.95858620276175,4,44.17
36.8233889,127.1099004,나트륨,132,7,2,2,156.3495414911866,0,427.77440774935707,2,44.17
36.79843967,127.1416,LED,78,3,0,0,372.4107806238552,0,357.57614673389605,5,44.18
36.81242187,127.1531466,LED,103,7,0,0,358.3082573940337,2,207.02343019176527,5,44.18
36.82915419,127.1488222,LED,86,1,0,0,434.56539979918784,0,533.2595224848818,5,44.18
36.8089468,127.1018055,CDM,132,3,1,0,463.187667456242,1,122.71313125870788,4,44.18
36.82389812,127.1235673,CDM,116,5,3,1,207.39834978207247,0,385.940238552716,4,44.18
36.81699703,127.1005665,CDM,74,5,1,0,676.8214536825349,0,342.50333638152244,4,44.18
36.80734557,127.1088857,LED,127,14,6,2,147.55884299753615,1,136.37941822073554,5,44.18
36.82459361,127.159983,LED,115,4,2,0,527.6134417602857,1,209.5591201868208,5,44.18
36.79052842,127.1161724,LED,93,3,3,0,872.664839132629,0,335.16579724422485,5,44.18
36.79438436,127.1629509,LED,83,3,2,0,728.0241410748064,0,435.4200672344354,5,44.19
36.84390873,127.1289593,CDM,93,2,1,0,856.112776890146,0,425.6743041506712,4,44.19
36.81009905,127.1082452,LED,192,9,15,3,204.8754226553208,0,446.3781546309871,5,44.19
36.80094408,127.102795,CDM,149,6,4,3,240.05798428026176,0,532.1383003990456,4,44.19
36.80665427,127.1060552,CDM,188,11,8,2,29.48386093886217,2,166.10705417809928,4,44.19
36.81217878,127.1529836,LED,111,6,0,0,348.0450386495916,2,221.0437151731805,5,44.2
36.80622371,127.1605639,LED,91,2,3,0,956.18334360583,0,523.324857198529,5,44.2
36.79042532,127.1444731,LED,84,0,0,0,938.7391257059732,0,570.9576545961341,5,44.2
36.83876312,127.1499227,나트륨,123,1,0,0,650.0676506413263,0,337.95229110826966,2,44.2
36.80625901,127.1611186,LED,89,2,3,0,1005.1974453825034,0,546.9144882113502,5,44.2
36.84392486,127.1281711,CDM,95,2,1,0,923.2713537276844,0,358.0994868455805,4,44.2
