사고다발지fid,사고다발지id,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤,구분,연도
6781336,2022043,4413310700,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 쌍용동(쌍용동516 부근),6,7,0,3,3,1,127.129657893398,36.797096959058,"{""type"":""Polygon"",""coordinates"":[[[127.13235284,36.79709696],[127.13230106,36.79667595],[127.1321477,36.79627112],[127.13189866,36.79589802],[127.13156351,36.795571],[127.13115513,36.79530262],[127.1306892,36.79510319],[127.13018365,36.79498039],[127.12965789,36.79493892],[127.12913214,36.79498039],[127.12862658,36.79510319],[127.12816066,36.79530262],[127.12775228,36.795571],[127.12741713,36.79589802],[127.12716809,36.79627112],[127.12701473,36.79667595],[127.12696295,36.79709696],[127.12701473,36.79751796],[127.12716809,36.79792279],[127.12741713,36.79829588],[127.12775228,36.79862289],[127.12816066,36.79889126],[127.12862658,36.79909067],[127.12913214,36.79921347],[127.12965789,36.79925494],[127.13018365,36.79921347],[127.1306892,36.79909067],[127.13115513,36.79889126],[127.13156351,36.79862289],[127.13189866,36.79829588],[127.1321477,36.79792279],[127.13230106,36.79751796],[127.13235284,36.79709696]]]}",법규위반별 사고다발구간,2022
6785179,2022044,4413310400,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 두정동(서부대로사거리 부근),8,12,0,2,10,0,127.132958499736,36.826558095481,"{""type"":""Polygon"",""coordinates"":[[[127.13385682,36.8265581],[127.13383955,36.82641781],[127.13378843,36.82628292],[127.13370542,36.82615861],[127.1335937,36.82604964],[127.13345758,36.82596022],[127.13330227,36.82589377],[127.13313375,36.82585285],[127.1329585,36.82583903],[127.13278325,36.82585285],[127.13261473,36.82589377],[127.13245942,36.82596022],[127.13232329,36.82604964],[127.13221158,36.82615861],[127.13212856,36.82628292],[127.13207745,36.82641781],[127.13206018,36.8265581],[127.13207745,36.82669838],[127.13212856,36.82683327],[127.13221158,36.82695758],[127.13232329,36.82706655],[127.13245942,36.82715597],[127.13261473,36.82722242],[127.13278325,36.82726334],[127.1329585,36.82727715],[127.13313375,36.82726334],[127.13330227,36.82722242],[127.13345758,36.82715597],[127.1335937,36.82706655],[127.13370542,36.82695758],[127.13378843,36.82683327],[127.13383955,36.82669838],[127.13385682,36.8265581]]]}",법규위반별 사고다발구간,2022
6781293,2022043,4413310200,44133002,충청남도 천안시 서북구2,충청남도 천안시 서북구 성정동(시민문화여성회관사거 부근),4,10,0,1,9,0,127.136975939489,36.825921374573,"{""type"":""Polygon"",""coordinates"":[[[127.13967089,36.82592137],[127.1396191,36.82550053],[127.13946574,36.82509585],[127.13921671,36.82472289],[127.13888155,36.82439599],[127.13847317,36.82412771],[127.13800725,36.82392836],[127.1375017,36.8238056],[127.13697594,36.82376415],[127.13645018,36.8238056],[127.13594463,36.82392836],[127.13547871,36.82412771],[127.13507033,36.82439599],[127.13473517,36.82472289],[127.13448613,36.82509585],[127.13433278,36.82550053],[127.13428099,36.82592137],[127.13433278,36.82634222],[127.13448613,36.82674689],[127.13473517,36.82711984],[127.13507033,36.82744673],[127.13547871,36.827715],[127.13594463,36.82791434],[127.13645018,36.82803709],[127.13697594,36.82807854],[127.1375017,36.82803709],[127.13800725,36.82791434],[127.13847317,36.827715],[127.13888155,36.82744673],[127.13921671,36.82711984],[127.13946574,36.82674689],[127.1396191,36.82634222],[127.13967089,36.82592137]]]}",법규위반별 사고다발구간,2022
6785066,2022044,4413310400,44133002,충청남도 천안시 서북구2,충청남도 천안시 서북구 두정동(대우1차아파트107동 부근),6,13,0,4,8,1,127.14544355118,36.832888198532,"{""type"":""Polygon"",""coordinates"":[[[127.14634187,36.8328882],[127.14632461,36.83274793],[127.14627349,36.83261305],[127.14619047,36.83248874],[127.14607876,36.83237979],[127.14594263,36.83229037],[127.14578732,36.83222393],[127.1456188,36.83218301],[127.14544355,36.83216919],[127.1452683,36.83218301],[127.14509978,36.83222393],[127.14494447,36.83229037],[127.14480835,36.83237979],[127.14469663,36.83248874],[127.14461362,36.83261305],[127.1445625,36.83274793],[127.14454524,36.8328882],[127.1445625,36.83302847],[127.14461362,36.83316335],[127.14469663,36.83328765],[127.14480835,36.83339661],[127.14494447,36.83348602],[127.14509978,36.83355247],[127.1452683,36.83359338],[127.14544355,36.8336072],[127.1456188,36.83359338],[127.14578732,36.83355247],[127.14594263,36.83348602],[127.14607876,36.83339661],[127.14619047,36.83328765],[127.14627349,36.83316335],[127.14632461,36.83302847],[127.14634187,36.8328882]]]}",법규위반별 사고다발구간,2022
6781434,2022043,4413310400,44133003,충청남도 천안시 서북구3,충청남도 천안시 서북구 두정동(천안동산기계주 부근),3,3,0,1,2,0,127.145368797733,36.832076657513,"{""type"":""Polygon"",""coordinates"":[[[127.14806374,36.83207666],[127.14801196,36.83165584],[127.1478586,36.8312512],[127.14760956,36.83087827],[127.14727441,36.8305514],[127.14686603,36.83028314],[127.14640011,36.8300838],[127.14589456,36.82996105],[127.1453688,36.8299196],[127.14484304,36.82996105],[127.14433749,36.8300838],[127.14387157,36.83028314],[127.14346318,36.8305514],[127.14312803,36.83087827],[127.14287899,36.8312512],[127.14272563,36.83165584],[127.14267385,36.83207666],[127.14272563,36.83249747],[127.14287899,36.83290211],[127.14312803,36.83327503],[127.14346318,36.83360189],[127.14387157,36.83387014],[127.14433749,36.83406946],[127.14484304,36.83419221],[127.1453688,36.83423365],[127.14589456,36.83419221],[127.14640011,36.83406946],[127.14686603,36.83387014],[127.14727441,36.83360189],[127.14760956,36.83327503],[127.1478586,36.83290211],[127.14801196,36.83249747],[127.14806374,36.83207666]]]}",법규위반별 사고다발구간,2022
6785217,2022044,4413310200,44133003,충청남도 천안시 서북구3,충청남도 천안시 서북구 성정동(구상골사거리 부근),6,13,0,2,11,0,127.135586950079,36.818516099639,"{""type"":""Polygon"",""coordinates"":[[[127.13648527,36.8185161],[127.136468,36.8183758],[127.13641689,36.8182409],[127.13633387,36.81811657],[127.13622215,36.81800759],[127.13608603,36.81791816],[127.13593072,36.8178517],[127.1357622,36.81781078],[127.13558695,36.81779696],[127.1354117,36.81781078],[127.13524318,36.8178517],[127.13508787,36.81791816],[127.13495175,36.81800759],[127.13484003,36.81811657],[127.13475701,36.8182409],[127.1347059,36.8183758],[127.13468863,36.8185161],[127.1347059,36.8186564],[127.13475701,36.8187913],[127.13484003,36.81891563],[127.13495175,36.8190246],[127.13508787,36.81911404],[127.13524318,36.81918049],[127.1354117,36.81922141],[127.13558695,36.81923523],[127.1357622,36.81922141],[127.13593072,36.81918049],[127.13608603,36.81911404],[127.13622215,36.8190246],[127.13633387,36.81891563],[127.13641689,36.8187913],[127.136468,36.8186564],[127.13648527,36.8185161]]]}",법규위반별 사고다발구간,2022
6781214,2022043,4413310400,44133004,충청남도 천안시 서북구4,충청남도 천안시 서북구 두정동(카페마노 부근),3,5,0,0,5,0,127.131984643677,36.830882111421,"{""type"":""Polygon"",""coordinates"":[[[127.13467959,36.83088211],[127.13462781,36.83046129],[127.13447445,36.83005664],[127.13422541,36.82968371],[127.13389026,36.82935683],[127.13348188,36.82908856],[127.13301595,36.82888922],[127.1325104,36.82876647],[127.13198464,36.82872502],[127.13145889,36.82876647],[127.13095333,36.82888922],[127.13048741,36.82908856],[127.13007903,36.82935683],[127.12974388,36.82968371],[127.12949484,36.83005664],[127.12934148,36.83046129],[127.1292897,36.83088211],[127.12934148,36.83130293],[127.12949484,36.83170758],[127.12974388,36.8320805],[127.13007903,36.83240737],[127.13048741,36.83267562],[127.13095333,36.83287495],[127.13145889,36.83299769],[127.13198464,36.83303914],[127.1325104,36.83299769],[127.13301595,36.83287495],[127.13348188,36.83267562],[127.13389026,36.83240737],[127.13422541,36.8320805],[127.13447445,36.83170758],[127.13462781,36.83130293],[127.13467959,36.83088211]]]}",법규위반별 사고다발구간,2022
6784989,2022044,4413310700,44133004,충청남도 천안시 서북구4,충청남도 천안시 서북구 쌍용동(일봉산사거리 부근),6,12,0,1,11,0,127.130450139463,36.797847642955,"{""type"":""Polygon"",""coordinates"":[[[127.13134845,36.79784764],[127.13133119,36.79770731],[127.13128007,36.79757237],[127.13119706,36.797448],[127.13108534,36.797339],[127.13094922,36.79724954],[127.13079391,36.79718307],[127.13062539,36.79714213],[127.13045014,36.79712831],[127.13027489,36.79714213],[127.13010637,36.79718307],[127.12995106,36.79724954],[127.12981493,36.797339],[127.12970322,36.797448],[127.1296202,36.79757237],[127.12956909,36.79770731],[127.12955182,36.79784764],[127.12956909,36.79798798],[127.1296202,36.79812292],[127.12970322,36.79824728],[127.12981493,36.79835628],[127.12995106,36.79844574],[127.13010637,36.79851221],[127.13027489,36.79855315],[127.13045014,36.79856697],[127.13062539,36.79855315],[127.13079391,36.79851221],[127.13094922,36.79844574],[127.13108534,36.79835628],[127.13119706,36.79824728],[127.13128007,36.79812292],[127.13133119,36.79798798],[127.13134845,36.79784764]]]}",법규위반별 사고다발구간,2022
6781482,2022043,4413310200,44133005,충청남도 천안시 서북구5,충청남도 천안시 서북구 성정동(기숙사가동 부근),3,3,0,0,3,0,127.144731547124,36.826801191223,"{""type"":""Polygon"",""coordinates"":[[[127.14742649,36.82680119],[127.14737471,36.82638035],[127.14722135,36.82597567],[127.14697231,36.82560272],[127.14663716,36.82527582],[127.14622878,36.82500755],[127.14576286,36.8248082],[127.1452573,36.82468544],[127.14473155,36.82464399],[127.14420579,36.82468544],[127.14370024,36.8248082],[127.14323432,36.82500755],[127.14282593,36.82527582],[127.14249078,36.82560272],[127.14224174,36.82597567],[127.14208838,36.82638035],[127.1420366,36.82680119],[127.14208838,36.82722203],[127.14224174,36.8276267],[127.14249078,36.82799964],[127.14282593,36.82832653],[127.14323432,36.82859479],[127.14370024,36.82879413],[127.14420579,36.82891688],[127.14473155,36.82895833],[127.1452573,36.82891688],[127.14576286,36.82879413],[127.14622878,36.82859479],[127.14663716,36.82832653],[127.14697231,36.82799964],[127.14722135,36.8276267],[127.14737471,36.82722203],[127.14742649,36.82680119]]]}",법규위반별 사고다발구간,2022
6785288,2022044,4413310800,44133005,충청남도 천안시 서북구5,충청남도 천안시 서북구 불당동(헬로우슬라임불당점 부근),6,8,0,1,7,0,127.107242340862,36.80751812846,"{""type"":""Polygon"",""coordinates"":[[[127.10814066,36.80751813],[127.1081234,36.80737781],[127.10807228,36.80724289],[127.10798926,36.80711854],[127.10787755,36.80700955],[127.10774142,36.8069201],[127.10758611,36.80685364],[127.10741759,36.80681271],[127.10724234,36.80679889],[127.10706709,36.80681271],[127.10689857,36.80685364],[127.10674326,36.8069201],[127.10660714,36.80700955],[127.10649542,36.80711854],[127.10641241,36.80724289],[127.10636129,36.80737781],[127.10634403,36.80751813],[127.10636129,36.80765844],[127.10641241,36.80779337],[127.10649542,36.80791771],[127.10660714,36.80802671],[127.10674326,36.80811615],[127.10689857,36.80818262],[127.10706709,36.80822354],[127.10724234,36.80823736],[127.10741759,36.80822354],[127.10758611,36.80818262],[127.10774142,36.80811615],[127.10787755,36.80802671],[127.10798926,36.80791771],[127.10807228,36.80779337],[127.1081234,36.80765844],[127.10814066,36.80751813]]]}",법규위반별 사고다발구간,2022
6777264,2022038,4413310400,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 두정동(오성초교 부근),2,2,0,0,2,0,127.131031414469,36.830888171953,"{""type"":""Polygon"",""coordinates"":[[[127.13372636,36.83088817],[127.13367458,36.83046735],[127.13352122,36.8300627],[127.13327218,36.82968977],[127.13293703,36.82936289],[127.13252865,36.82909462],[127.13206273,36.82889529],[127.13155717,36.82877253],[127.13103141,36.82873108],[127.13050566,36.82877253],[127.1300001,36.82889529],[127.12953418,36.82909462],[127.1291258,36.82936289],[127.12879065,36.82968977],[127.12854161,36.8300627],[127.12838825,36.83046735],[127.12833647,36.83088817],[127.12838825,36.83130899],[127.12854161,36.83171364],[127.12879065,36.83208656],[127.1291258,36.83241343],[127.12953418,36.83268168],[127.1300001,36.83288101],[127.13050566,36.83300375],[127.13103141,36.8330452],[127.13155717,36.83300375],[127.13206273,36.83288101],[127.13252865,36.83268168],[127.13293703,36.83241343],[127.13327218,36.83208656],[127.13352122,36.83171364],[127.13367458,36.83130899],[127.13372636,36.83088817]]]}",스쿨존내어린이 사고다발지역,2022
