사고다발지fid,사고다발지id,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤,구분,연도
6931048,2024049,4413310800,44133004,충남 천안시 서북구4,충남 천안시 서북구 불당동(왕십리곱창구이 부근),3,7,0,4,2,1,127.111771171007,36.802025035522,"{""type"":""Polygon"",""coordinates"":[[[127.1135678,36.80180391],[127.11353328,36.80152204],[127.11343104,36.80125101],[127.11326501,36.80100122],[127.11304158,36.80078228],[127.11276933,36.8006026],[127.11245871,36.80046909],[127.11212168,36.80038687],[127.11177117,36.80035911],[127.11142067,36.80038687],[127.11108363,36.80046909],[127.11077302,36.8006026],[127.11050076,36.80078228],[127.11027733,36.80100122],[127.1101113,36.80125101],[127.11000906,36.80152204],[127.10997454,36.80180391],[127.11000906,36.80208577],[127.1101113,36.8023568],[127.11027733,36.80260658],[127.11050076,36.80282552],[127.11077302,36.80300519],[127.11108363,36.80313871],[127.11142067,36.80322092],[127.11177117,36.80324868],[127.11212168,36.80322092],[127.11245871,36.80313871],[127.11276933,36.80300519],[127.11304158,36.80282552],[127.11326501,36.80260658],[127.11343104,36.8023568],[127.11353328,36.80208577],[127.1135678,36.80180391]]]}",음주운전 사고다발지역,2024
6931082,2024049,4413310700,44133003,충남 천안시 서북구3,충남 천안시 서북구 쌍용동(시온약국 부근),3,7,0,4,3,0,127.127974091642,36.795279752245,"{""type"":""Polygon"",""coordinates"":[[[127.12977072,36.79505871],[127.1297362,36.79477682],[127.12963396,36.79450576],[127.12946794,36.79425596],[127.1292445,36.794037],[127.12897225,36.7938573],[127.12866163,36.79372377],[127.1283246,36.79364155],[127.12797409,36.79361378],[127.12762359,36.79364155],[127.12728655,36.79372377],[127.12697594,36.7938573],[127.12670368,36.794037],[127.12648025,36.79425596],[127.12631422,36.79450576],[127.12621198,36.79477682],[127.12617746,36.79505871],[127.12621198,36.7953406],[127.12631422,36.79561165],[127.12648025,36.79586146],[127.12670368,36.79608041],[127.12697594,36.7962601],[127.12728655,36.79639363],[127.12762359,36.79647585],[127.12797409,36.79650361],[127.1283246,36.79647585],[127.12866163,36.79639363],[127.12897225,36.7962601],[127.1292445,36.79608041],[127.12946794,36.79586146],[127.12963396,36.79561165],[127.1297362,36.7953406],[127.12977072,36.79505871]]]}",음주운전 사고다발지역,2024
6931139,2024049,4413310200,44133002,충남 천안시 서북구2,충남 천안시 서북구 성정동(백석사거리 부근),3,10,0,3,6,1,127.131382183155,36.81971560992,"{""type"":""Polygon"",""coordinates"":[[[127.13317881,36.81949426],[127.13314429,36.81921246],[127.13304205,36.81894149],[127.13287603,36.81869176],[127.13265259,36.81847287],[127.13238034,36.81829324],[127.13206972,36.81815975],[127.13173269,36.81807755],[127.13138218,36.8180498],[127.13103168,36.81807755],[127.13069464,36.81815975],[127.13038403,36.81829324],[127.13011177,36.81847287],[127.12988834,36.81869176],[127.12972231,36.81894149],[127.12962007,36.81921246],[127.12958555,36.81949426],[127.12962007,36.81977606],[127.12972231,36.82004703],[127.12988834,36.82029675],[127.13011177,36.82051563],[127.13038403,36.82069527],[127.13069464,36.82082875],[127.13103168,36.82091094],[127.13138218,36.8209387],[127.13173269,36.82091094],[127.13206972,36.82082875],[127.13238034,36.82069527],[127.13265259,36.82051563],[127.13287603,36.82029675],[127.13304205,36.82004703],[127.13314429,36.81977606],[127.13317881,36.81949426]]]}",음주운전 사고다발지역,2024
6931172,2024049,4413310200,44133001,충남 천안시 서북구1,충남 천안시 서북구 성정동(슬기샘어린이집 부근),4,6,0,4,2,0,127.136821367116,36.82185078948,"{""type"":""Polygon"",""coordinates"":[[[127.138618,36.82162941],[127.13858348,36.82134762],[127.13848124,36.82107666],[127.13831521,36.82082694],[127.13809178,36.82060806],[127.13781952,36.82042842],[127.13750891,36.82029494],[127.13717187,36.82021275],[127.13682137,36.82018499],[127.13647086,36.82021275],[127.13613383,36.82029494],[127.13582321,36.82042842],[127.13555096,36.82060806],[127.13532752,36.82082694],[127.1351615,36.82107666],[127.13505926,36.82134762],[127.13502474,36.82162941],[127.13505926,36.8219112],[127.1351615,36.82218216],[127.13532752,36.82243188],[127.13555096,36.82265076],[127.13582321,36.82283039],[127.13613383,36.82296386],[127.13647086,36.82304605],[127.13682137,36.82307381],[127.13717187,36.82304605],[127.13750891,36.82296386],[127.13781952,36.82283039],[127.13809178,36.82265076],[127.13831521,36.82243188],[127.13848124,36.82218216],[127.13858348,36.8219112],[127.138618,36.82162941]]]}",음주운전 사고다발지역,2024
6931210,2024049,4413111800,44131001,충남 천안시 동남구1,충남 천안시 동남구 신부동(방죽안오거리 부근),3,3,0,3,0,0,127.151938453345,36.818885104776,"{""type"":""Polygon"",""coordinates"":[[[127.15373508,36.81866377],[127.15370056,36.81838196],[127.15359832,36.81811099],[127.1534323,36.81786126],[127.15320886,36.81764237],[127.15293661,36.81746273],[127.15262599,36.81732924],[127.15228896,36.81724704],[127.15193845,36.81721929],[127.15158795,36.81724704],[127.15125091,36.81732924],[127.1509403,36.81746273],[127.15066804,36.81764237],[127.15044461,36.81786126],[127.15027858,36.81811099],[127.15017634,36.81838196],[127.15014182,36.81866377],[127.15017634,36.81894557],[127.15027858,36.81921654],[127.15044461,36.81946626],[127.15066804,36.81968515],[127.1509403,36.81986478],[127.15125091,36.81999827],[127.15158795,36.82008046],[127.15193845,36.82010822],[127.15228896,36.82008046],[127.15262599,36.81999827],[127.15293661,36.81986478],[127.15320886,36.81968515],[127.1534323,36.81946626],[127.15359832,36.81921654],[127.15370056,36.81894557],[127.15373508,36.81866377]]]}",음주운전 사고다발지역,2024
6931181,2024049,4413310800,44133006,충남 천안시 서북구6,충남 천안시 서북구 불당동(천안백제약국 부근),3,5,0,3,2,0,127.107521857994,36.812057930656,"{""type"":""Polygon"",""coordinates"":[[[127.10931849,36.81183668],[127.10928397,36.81155485],[127.10918173,36.81128385],[127.1090157,36.8110341],[127.10879227,36.81081519],[127.10852001,36.81063553],[127.1082094,36.81050203],[127.10787236,36.81041983],[127.10752186,36.81039207],[127.10717135,36.81041983],[127.10683432,36.81050203],[127.1065237,36.81063553],[127.10625145,36.81081519],[127.10602801,36.8110341],[127.10586199,36.81128385],[127.10575975,36.81155485],[127.10572523,36.81183668],[127.10575975,36.8121185],[127.10586199,36.8123895],[127.10602801,36.81263925],[127.10625145,36.81285815],[127.1065237,36.8130378],[127.10683432,36.8131713],[127.10717135,36.8132535],[127.10752186,36.81328126],[127.10787236,36.8132535],[127.1082094,36.8131713],[127.10852001,36.8130378],[127.10879227,36.81285815],[127.1090157,36.81263925],[127.10918173,36.8123895],[127.10928397,36.8121185],[127.10931849,36.81183668]]]}",음주운전 사고다발지역,2024
6931136,2024049,4413310200,44133007,충남 천안시 서북구7,충남 천안시 서북구 성정동(구상골사거리 부근),3,4,0,3,1,0,127.135727208345,36.818493992283,"{""type"":""Polygon"",""coordinates"":[[[127.13752384,36.81827266],[127.13748932,36.81799086],[127.13738708,36.81771988],[127.13722105,36.81747015],[127.13699762,36.81725126],[127.13672536,36.81707161],[127.13641475,36.81693813],[127.13607771,36.81685593],[127.13572721,36.81682817],[127.1353767,36.81685593],[127.13503967,36.81693813],[127.13472905,36.81707161],[127.1344568,36.81725126],[127.13423336,36.81747015],[127.13406734,36.81771988],[127.1339651,36.81799086],[127.13393058,36.81827266],[127.1339651,36.81855446],[127.13406734,36.81882543],[127.13423336,36.81907516],[127.1344568,36.81929405],[127.13472905,36.81947368],[127.13503967,36.81960716],[127.1353767,36.81968936],[127.13572721,36.81971712],[127.13607771,36.81968936],[127.13641475,36.81960716],[127.13672536,36.81947368],[127.13699762,36.81929405],[127.13722105,36.81907516],[127.13738708,36.81882543],[127.13748932,36.81855446],[127.13752384,36.81827266]]]}",음주운전 사고다발지역,2024
6931878,2024051,4413310400,44133002,충남 천안시 서북구2,충남 천안시 서북구 두정동(두정먹자골목 부근),7,7,0,7,0,0,127.135991466691,36.832805831477,"{""type"":""Polygon"",""coordinates"":[[[127.13688978,36.83258432],[127.13687252,36.83244344],[127.1368214,36.83230798],[127.13673839,36.83218314],[127.13662667,36.83207371],[127.13649054,36.83198391],[127.13633524,36.83191718],[127.13616672,36.83187609],[127.13599147,36.83186221],[127.13581621,36.83187609],[127.1356477,36.83191718],[127.13549239,36.83198391],[127.13535626,36.83207371],[127.13524454,36.83218314],[127.13516153,36.83230798],[127.13511041,36.83244344],[127.13509315,36.83258432],[127.13511041,36.83272519],[127.13516153,36.83286065],[127.13524454,36.83298549],[127.13535626,36.83309492],[127.13549239,36.83318472],[127.1356477,36.83325145],[127.13581621,36.83329254],[127.13599147,36.83330641],[127.13616672,36.83329254],[127.13633524,36.83325145],[127.13649054,36.83318472],[127.13662667,36.83309492],[127.13673839,36.83298549],[127.1368214,36.83286065],[127.13687252,36.83272519],[127.13688978,36.83258432]]]}",보행자 사고다발지역,2024
6930353,2024047,4413111800,44131001,충남 천안시 동남구1,충남 천안시 동남구 신부동(방죽안오거리 부근),4,7,0,4,3,0,127.152179128824,36.818971448244,"{""type"":""Polygon"",""coordinates"":[[[127.15307744,36.81875011],[127.15306018,36.81860921],[127.15300906,36.81847372],[127.15292605,36.81834886],[127.15281433,36.81823941],[127.15267821,36.81814959],[127.1525229,36.81808285],[127.15235438,36.81804175],[127.15217913,36.81802787],[127.15200388,36.81804175],[127.15183536,36.81808285],[127.15168005,36.81814959],[127.15154392,36.81823941],[127.15143221,36.81834886],[127.15134919,36.81847372],[127.15129807,36.81860921],[127.15128081,36.81875011],[127.15129807,36.81889101],[127.15134919,36.81902649],[127.15143221,36.81915136],[127.15154392,36.8192608],[127.15168005,36.81935062],[127.15183536,36.81941736],[127.15200388,36.81945846],[127.15217913,36.81947234],[127.15235438,36.81945846],[127.1525229,36.81941736],[127.15267821,36.81935062],[127.15281433,36.8192608],[127.15292605,36.81915136],[127.15300906,36.81902649],[127.15306018,36.81889101],[127.15307744,36.81875011]]]}",이륜차 사고다발지역,2024
6930258,2024047,4413310800,44133001,충남 천안시 서북구1,충남 천안시 서북구 불당동(청담약국 부근),5,6,1,4,0,1,127.10858202594,36.811921697661,"{""type"":""Polygon"",""coordinates"":[[[127.10948034,36.81170045],[127.10946308,36.81155953],[127.10941196,36.81142403],[127.10932895,36.81129916],[127.10921723,36.8111897],[127.1090811,36.81109987],[127.1089258,36.81103313],[127.10875728,36.81099202],[127.10858203,36.81097814],[127.10840677,36.81099202],[127.10823826,36.81103313],[127.10808295,36.81109987],[127.10794682,36.8111897],[127.1078351,36.81129916],[127.10775209,36.81142403],[127.10770097,36.81155953],[127.10768371,36.81170045],[127.10770097,36.81184136],[127.10775209,36.81197686],[127.1078351,36.81210173],[127.10794682,36.81221119],[127.10808295,36.81230101],[127.10823826,36.81236776],[127.10840677,36.81240886],[127.10858203,36.81242274],[127.10875728,36.81240886],[127.1089258,36.81236776],[127.1090811,36.81230101],[127.10921723,36.81221119],[127.10932895,36.81210173],[127.10941196,36.81197686],[127.10946308,36.81184136],[127.10948034,36.81170045]]]}",이륜차 사고다발지역,2024
6930293,2024047,4413310200,44133002,충남 천안시 서북구2,충남 천안시 서북구 성정동(하늘약국 부근),5,7,0,5,2,0,127.134990911389,36.814045610291,"{""type"":""Polygon"",""coordinates"":[[[127.13588923,36.81382433],[127.13587197,36.81368342],[127.13582085,36.81354793],[127.13573783,36.81342305],[127.13562612,36.8133136],[127.13548999,36.81322378],[127.13533468,36.81315703],[127.13516616,36.81311593],[127.13499091,36.81310205],[127.13481566,36.81311593],[127.13464714,36.81315703],[127.13449183,36.81322378],[127.13435571,36.8133136],[127.13424399,36.81342305],[127.13416098,36.81354793],[127.13410986,36.81368342],[127.1340926,36.81382433],[127.13410986,36.81396524],[127.13416098,36.81410074],[127.13424399,36.81422561],[127.13435571,36.81433506],[127.13449183,36.81442488],[127.13464714,36.81449163],[127.13481566,36.81453273],[127.13499091,36.81454661],[127.13516616,36.81453273],[127.13533468,36.81449163],[127.13548999,36.81442488],[127.13562612,36.81433506],[127.13573783,36.81422561],[127.13582085,36.81410074],[127.13587197,36.81396524],[127.13588923,36.81382433]]]}",이륜차 사고다발지역,2024
6930513,2024047,4413310400,44133003,충남 천안시 서북구3,충남 천안시 서북구 두정동(두정제일약국 부근),5,6,0,5,0,1,127.139132579681,36.833676946417,"{""type"":""Polygon"",""coordinates"":[[[127.14003089,36.83345542],[127.14001363,36.83331455],[127.13996251,36.83317909],[127.1398795,36.83305425],[127.13976778,36.83294482],[127.13963166,36.83285502],[127.13947635,36.83278829],[127.13930783,36.8327472],[127.13913258,36.83273333],[127.13895733,36.8327472],[127.13878881,36.83278829],[127.1386335,36.83285502],[127.13849737,36.83294482],[127.13838566,36.83305425],[127.13830264,36.83317909],[127.13825153,36.83331455],[127.13823426,36.83345542],[127.13825153,36.83359629],[127.13830264,36.83373175],[127.13838566,36.83385659],[127.13849737,36.83396602],[127.1386335,36.83405582],[127.13878881,36.83412254],[127.13895733,36.83416363],[127.13913258,36.83417751],[127.13930783,36.83416363],[127.13947635,36.83412254],[127.13963166,36.83405582],[127.13976778,36.83396602],[127.1398795,36.83385659],[127.13996251,36.83373175],[127.14001363,36.83359629],[127.14003089,36.83345542]]]}",이륜차 사고다발지역,2024
6930407,2024047,4413310400,44133004,충남 천안시 서북구4,충남 천안시 서북구 두정동(두정먹자골목 부근),4,7,0,4,2,1,127.135726288689,36.83288135985,"{""type"":""Polygon"",""coordinates"":[[[127.1366246,36.83265984],[127.13660734,36.83251897],[127.13655622,36.83238351],[127.13647321,36.83225867],[127.13636149,36.83214924],[127.13622537,36.83205944],[127.13607006,36.83199271],[127.13590154,36.83195162],[127.13572629,36.83193774],[127.13555104,36.83195162],[127.13538252,36.83199271],[127.13522721,36.83205944],[127.13509108,36.83214924],[127.13497937,36.83225867],[127.13489635,36.83238351],[127.13484523,36.83251897],[127.13482797,36.83265984],[127.13484523,36.83280072],[127.13489635,36.83293618],[127.13497937,36.83306102],[127.13509108,36.83317044],[127.13522721,36.83326025],[127.13538252,36.83332697],[127.13555104,36.83336807],[127.13572629,36.83338194],[127.13590154,36.83336807],[127.13607006,36.83332697],[127.13622537,36.83326025],[127.13636149,36.83317044],[127.13647321,36.83306102],[127.13655622,36.83293618],[127.13660734,36.83280072],[127.1366246,36.83265984]]]}",이륜차 사고다발지역,2024
6932024,2024051,4413110500,44131001,충남 천안시 동남구1,충남 천안시 동남구 영성동(건강누리약국 부근),9,10,2,7,1,0,127.152233654263,36.797863587657,"{""type"":""Polygon"",""coordinates"":[[[127.15313197,36.79764251],[127.15311471,36.79750157],[127.15306359,36.79736605],[127.15298058,36.79724115],[127.15286886,36.79713167],[127.15273273,36.79704183],[127.15257742,36.79697507],[127.15240891,36.79693396],[127.15223365,36.79692008],[127.1520584,36.79693396],[127.15188988,36.79697507],[127.15173458,36.79704183],[127.15159845,36.79713167],[127.15148673,36.79724115],[127.15140372,36.79736605],[127.1513526,36.79750157],[127.15133534,36.79764251],[127.1513526,36.79778345],[127.15140372,36.79791898],[127.15148673,36.79804387],[127.15159845,36.79815335],[127.15173458,36.79824319],[127.15188988,36.79830995],[127.1520584,36.79835106],[127.15223365,36.79836494],[127.15240891,36.79835106],[127.15257742,36.79830995],[127.15273273,36.79824319],[127.15286886,36.79815335],[127.15298058,36.79804387],[127.15306359,36.79791898],[127.15311471,36.79778345],[127.15313197,36.79764251]]]}",보행자 사고다발지역,2024
6932106,2024051,4413111800,44131002,충남 천안시 동남구2,충남 천안시 동남구 신부동(조인약국 부근),7,7,1,6,0,0,127.155826465965,36.818622528186,"{""type"":""Polygon"",""coordinates"":[[[127.15672478,36.81840119],[127.15670752,36.81826029],[127.1566564,36.8181248],[127.15657339,36.81799994],[127.15646167,36.81789049],[127.15632554,36.81780067],[127.15617024,36.81773393],[127.15600172,36.81769283],[127.15582647,36.81767895],[127.15565121,36.81769283],[127.1554827,36.81773393],[127.15532739,36.81780067],[127.15519126,36.81789049],[127.15507954,36.81799994],[127.15499653,36.8181248],[127.15494541,36.81826029],[127.15492815,36.81840119],[127.15494541,36.81854209],[127.15499653,36.81867758],[127.15507954,36.81880244],[127.15519126,36.81891189],[127.15532739,36.81900171],[127.1554827,36.81906845],[127.15565121,36.81910955],[127.15582647,36.81912342],[127.15600172,36.81910955],[127.15617024,36.81906845],[127.15632554,36.81900171],[127.15646167,36.81891189],[127.15657339,36.81880244],[127.1566564,36.81867758],[127.15670752,36.81854209],[127.15672478,36.81840119]]]}",보행자 사고다발지역,2024
6932247,2024051,4413111800,44131003,충남 천안시 동남구3,충남 천안시 동남구 신부동(방죽안오거리 부근),7,10,0,8,2,0,127.152960475914,36.818509476208,"{""type"":""Polygon"",""coordinates"":[[[127.15385879,36.81828814],[127.15384153,36.81814724],[127.15379041,36.81801175],[127.1537074,36.81788689],[127.15359568,36.81777744],[127.15345955,36.81768762],[127.15330425,36.81762088],[127.15313573,36.81757978],[127.15296048,36.8175659],[127.15278522,36.81757978],[127.15261671,36.81762088],[127.1524614,36.81768762],[127.15232527,36.81777744],[127.15221355,36.81788689],[127.15213054,36.81801175],[127.15207942,36.81814724],[127.15206216,36.81828814],[127.15207942,36.81842904],[127.15213054,36.81856453],[127.15221355,36.81868939],[127.15232527,36.81879884],[127.1524614,36.81888866],[127.15261671,36.8189554],[127.15278522,36.8189965],[127.15296048,36.81901037],[127.15313573,36.8189965],[127.15330425,36.8189554],[127.15345955,36.81888866],[127.15359568,36.81879884],[127.1537074,36.81868939],[127.15379041,36.81856453],[127.15384153,36.81842904],[127.15385879,36.81828814]]]}",보행자 사고다발지역,2024
6932087,2024051,4413110400,44131004,충남 천안시 동남구4,충남 천안시 동남구 사직동(사직천안종합약국 부근),7,7,0,7,0,0,127.149840239626,36.800750441248,"{""type"":""Polygon"",""coordinates"":[[[127.15073855,36.80052933],[127.15072129,36.8003884],[127.15067017,36.80025288],[127.15058716,36.80012798],[127.15047544,36.80001851],[127.15033932,36.79992867],[127.15018401,36.79986191],[127.15001549,36.7998208],[127.14984024,36.79980692],[127.14966499,36.7998208],[127.14949647,36.79986191],[127.14934116,36.79992867],[127.14920503,36.80001851],[127.14909332,36.80012798],[127.1490103,36.80025288],[127.14895919,36.8003884],[127.14894192,36.80052933],[127.14895919,36.80067026],[127.1490103,36.80080578],[127.14909332,36.80093068],[127.14920503,36.80104015],[127.14934116,36.80112999],[127.14949647,36.80119674],[127.14966499,36.80123785],[127.14984024,36.80125173],[127.15001549,36.80123785],[127.15018401,36.80119674],[127.15033932,36.80112999],[127.15047544,36.80104015],[127.15058716,36.80093068],[127.15067017,36.80080578],[127.15072129,36.80067026],[127.15073855,36.80052933]]]}",보행자 사고다발지역,2024
6931792,2024051,4413310700,44133001,충남 천안시 서북구1,충남 천안시 서북구 쌍용동(일봉산사거리 부근),8,8,0,8,0,0,127.130309656463,36.797923830022,"{""type"":""Polygon"",""coordinates"":[[[127.13120797,36.79770276],[127.13119071,36.79756182],[127.13113959,36.79742629],[127.13105658,36.79730139],[127.13094486,36.79719192],[127.13080873,36.79710207],[127.13065343,36.79703531],[127.13048491,36.7969942],[127.13030966,36.79698032],[127.1301344,36.7969942],[127.12996589,36.79703531],[127.12981058,36.79710207],[127.12967445,36.79719192],[127.12956273,36.79730139],[127.12947972,36.79742629],[127.1294286,36.79756182],[127.12941134,36.79770276],[127.1294286,36.79784369],[127.12947972,36.79797922],[127.12956273,36.79810412],[127.12967445,36.79821359],[127.12981058,36.79830343],[127.12996589,36.79837019],[127.1301344,36.7984113],[127.13030966,36.79842518],[127.13048491,36.7984113],[127.13065343,36.79837019],[127.13080873,36.79830343],[127.13094486,36.79821359],[127.13105658,36.79810412],[127.13113959,36.79797922],[127.13119071,36.79784369],[127.13120797,36.79770276]]]}",보행자 사고다발지역,2024
6712812,2021053,4413111600,44131001,충청남도 천안시 동남구1,충청남도 천안시 동남구 신방동(재활용센터 부근),3,4,0,2,2,0,127.13886988294,36.773632964291,"{""type"":""Polygon"",""coordinates"":[[[127.14156483,36.77363296],[127.14151305,36.77321183],[127.14135969,36.77280687],[127.14111065,36.77243366],[127.1407755,36.77210654],[127.14036711,36.77183807],[127.13990119,36.77163859],[127.13939564,36.77151574],[127.13886988,36.77147426],[127.13834413,36.77151574],[127.13783857,36.77163859],[127.13737265,36.77183807],[127.13696427,36.77210654],[127.13662912,36.77243366],[127.13638008,36.77280687],[127.13622672,36.77321183],[127.13617494,36.77363296],[127.13622672,36.7740541],[127.13638008,36.77445905],[127.13662912,36.77483225],[127.13696427,36.77515936],[127.13737265,36.77542781],[127.13783857,36.77562729],[127.13834413,36.77575013],[127.13886988,36.7757916],[127.13939564,36.77575013],[127.13990119,36.77562729],[127.14036711,36.77542781],[127.1407755,36.77515936],[127.14111065,36.77483225],[127.14135969,36.77445905],[127.14151305,36.7740541],[127.14156483,36.77363296]]]}",법규위반별 사고다발구간,2021
6712972,2021053,4413111300,44131002,충청남도 천안시 동남구2,충청남도 천안시 동남구 봉명동(하나공구 부근),3,3,0,1,2,0,127.1416031061,36.802722656426,"{""type"":""Polygon"",""coordinates"":[[[127.14429805,36.80272266],[127.14424627,36.80230168],[127.14409291,36.80189688],[127.14384387,36.80152381],[127.14350872,36.80119681],[127.14310034,36.80092845],[127.14263442,36.80072904],[127.14212886,36.80060624],[127.14160311,36.80056478],[127.14107735,36.80060624],[127.14057179,36.80072904],[127.14010587,36.80092845],[127.13969749,36.80119681],[127.13936234,36.80152381],[127.1391133,36.80189688],[127.13895994,36.80230168],[127.13890816,36.80272266],[127.13895994,36.80314363],[127.1391133,36.80354843],[127.13936234,36.80392148],[127.13969749,36.80424847],[127.14010587,36.80451682],[127.14057179,36.80471622],[127.14107735,36.80483902],[127.14160311,36.80488048],[127.14212886,36.80483902],[127.14263442,36.80471622],[127.14310034,36.80451682],[127.14350872,36.80424847],[127.14384387,36.80392148],[127.14409291,36.80354843],[127.14424627,36.80314363],[127.14429805,36.80272266]]]}",법규위반별 사고다발구간,2021
6712635,2021053,4413111800,44131003,충청남도 천안시 동남구3,충청남도 천안시 동남구 신부동(방죽안오거리 부근),3,5,0,0,5,0,127.152078383212,36.81893509468,"{""type"":""Polygon"",""coordinates"":[[[127.15477333,36.81893509],[127.15472155,36.81851421],[127.15456819,36.81810949],[127.15431915,36.8177365],[127.153984,36.81740957],[127.15357561,36.81714127],[127.15310969,36.8169419],[127.15260414,36.81681913],[127.15207838,36.81677767],[127.15155263,36.81681913],[127.15104707,36.8169419],[127.15058115,36.81714127],[127.15017277,36.81740957],[127.14983762,36.8177365],[127.14958858,36.81810949],[127.14943522,36.81851421],[127.14938344,36.81893509],[127.14943522,36.81935598],[127.14958858,36.81976069],[127.14983762,36.82013367],[127.15017277,36.82046059],[127.15058115,36.82072888],[127.15104707,36.82092824],[127.15155263,36.82105101],[127.15207838,36.82109246],[127.15260414,36.82105101],[127.15310969,36.82092824],[127.15357561,36.82072888],[127.153984,36.82046059],[127.15431915,36.82013367],[127.15456819,36.81976069],[127.15472155,36.81935598],[127.15477333,36.81893509]]]}",법규위반별 사고다발구간,2021
6712895,2021053,4413310400,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 두정동(대우1차아파트104동 부근),5,6,0,1,5,0,127.145628914044,36.834033609265,"{""type"":""Polygon"",""coordinates"":[[[127.14832386,36.83403361],[127.14827208,36.8336128],[127.14811872,36.83320817],[127.14786968,36.83283525],[127.14753453,36.83250839],[127.14712615,36.83224013],[127.14666023,36.8320408],[127.14615467,36.83191806],[127.14562891,36.83187661],[127.14510316,36.83191806],[127.1445976,36.8320408],[127.14413168,36.83224013],[127.1437233,36.83250839],[127.14338815,36.83283525],[127.14313911,36.83320817],[127.14298575,36.8336128],[127.14293397,36.83403361],[127.14298575,36.83445441],[127.14313911,36.83485904],[127.14338815,36.83523195],[127.1437233,36.8355588],[127.14413168,36.83582704],[127.1445976,36.83602636],[127.14510316,36.8361491],[127.14562891,36.83619055],[127.14615467,36.8361491],[127.14666023,36.83602636],[127.14712615,36.83582704],[127.14753453,36.8355588],[127.14786968,36.83523195],[127.14811872,36.83485904],[127.14827208,36.83445441],[127.14832386,36.83403361]]]}",법규위반별 사고다발구간,2021
6713414,2021054,4413310800,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 불당동(고속철도사거리 부근),8,15,0,1,14,0,127.105378293575,36.801562277378,"{""type"":""Polygon"",""coordinates"":[[[127.10627661,36.80156228],[127.10625935,36.80142195],[127.10620823,36.80128701],[127.10612522,36.80116266],[127.1060135,36.80105366],[127.10587737,36.8009642],[127.10572206,36.80089773],[127.10555355,36.8008568],[127.10537829,36.80084298],[127.10520304,36.8008568],[127.10503452,36.80089773],[127.10487922,36.8009642],[127.10474309,36.80105366],[127.10463137,36.80116266],[127.10454836,36.80128701],[127.10449724,36.80142195],[127.10447998,36.80156228],[127.10449724,36.8017026],[127.10454836,36.80183754],[127.10463137,36.80196189],[127.10474309,36.80207089],[127.10487922,36.80216035],[127.10503452,36.80222682],[127.10520304,36.80226775],[127.10537829,36.80228157],[127.10555355,36.80226775],[127.10572206,36.80222682],[127.10587737,36.80216035],[127.1060135,36.80207089],[127.10612522,36.80196189],[127.10620823,36.80183754],[127.10625935,36.8017026],[127.10627661,36.80156228]]]}",법규위반별 사고다발구간,2021
6712959,2021053,4413310400,44133002,충청남도 천안시 서북구2,충청남도 천안시 서북구 두정동(천안성정중학교 부근),5,5,0,0,4,1,127.136943728471,36.830365494073,"{""type"":""Polygon"",""coordinates"":[[[127.13963867,36.83036549],[127.13958689,36.82994467],[127.13943353,36.82954001],[127.13918449,36.82916708],[127.13884934,36.8288402],[127.13844096,36.82857193],[127.13797504,36.82837259],[127.13746949,36.82824984],[127.13694373,36.82820839],[127.13641797,36.82824984],[127.13591242,36.82837259],[127.1354465,36.82857193],[127.13503811,36.8288402],[127.13470296,36.82916708],[127.13445392,36.82954001],[127.13430057,36.82994467],[127.13424878,36.83036549],[127.13430057,36.83078632],[127.13445392,36.83119097],[127.13470296,36.83156389],[127.13503811,36.83189076],[127.1354465,36.83215901],[127.13591242,36.83235834],[127.13641797,36.83248109],[127.13694373,36.83252254],[127.13746949,36.83248109],[127.13797504,36.83235834],[127.13844096,36.83215901],[127.13884934,36.83189076],[127.13918449,36.83156389],[127.13943353,36.83119097],[127.13958689,36.83078632],[127.13963867,36.83036549]]]}",법규위반별 사고다발구간,2021
6713391,2021054,4413310700,44133002,충청남도 천안시 서북구2,충청남도 천안시 서북구 쌍용동(일봉산사거리 부근),7,9,0,2,6,1,127.130371458677,36.797892471461,"{""type"":""Polygon"",""coordinates"":[[[127.13126977,36.79789247],[127.13125251,36.79775214],[127.13120139,36.7976172],[127.13111838,36.79749283],[127.13100666,36.79738383],[127.13087054,36.79729437],[127.13071523,36.7972279],[127.13054671,36.79718696],[127.13037146,36.79717314],[127.13019621,36.79718696],[127.13002769,36.7972279],[127.12987238,36.79729437],[127.12973625,36.79738383],[127.12962454,36.79749283],[127.12954152,36.7976172],[127.1294904,36.79775214],[127.12947314,36.79789247],[127.1294904,36.79803281],[127.12954152,36.79816775],[127.12962454,36.79829211],[127.12973625,36.79840111],[127.12987238,36.79849057],[127.13002769,36.79855704],[127.13019621,36.79859798],[127.13037146,36.7986118],[127.13054671,36.79859798],[127.13071523,36.79855704],[127.13087054,36.79849057],[127.13100666,36.79840111],[127.13111838,36.79829211],[127.13120139,36.79816775],[127.13125251,36.79803281],[127.13126977,36.79789247]]]}",법규위반별 사고다발구간,2021
