관리기관,관리부서,관리번호,위도,경도,소재지도로명주소,소재지지번주소,설치형태,데이터기준일자,300m내_사고다발지역_개수,가장가까운_사고다발지역_거리(m)
천안시 동남구,건설과,,36.72740621,127.1239751,,풍세면 보성리 432-1,CDM,2024-07-23,0,5308.720157779069
천안시 동남구,건설과,,36.72761573,127.1239614,,풍세면 보성리 432-1,CDM,2024-07-23,0,5286.471545930385
천안시 동남구,건설과,,36.72784328,127.1239478,,풍세면 보성리 432-1,CDM,2024-07-23,0,5262.290170027667
천안시 동남구,건설과,,36.72542389,127.1238236,,풍세면 보성리 432-1,CDM,2024-07-23,0,5525.684315795028
천안시 동남구,건설과,,36.72866819,127.1235769,,풍세면 보성리 422,CDM,2024-07-23,0,5182.18006634951
천안시 동남구,건설과,,36.72838441,127.1235065,,풍세면 보성리 422,CDM,2024-07-23,0,5214.275019536637
천안시 동남구,건설과,,36.72806909,127.123436,,풍세면 보성리 422,CDM,2024-07-23,0,5249.757904269609
천안시 동남구,건설과,,36.72772449,127.1233599,,풍세면 보성리 422,CDM,2024-07-23,0,5288.515751599495
천안시 동남구,건설과,,36.72742945,127.1232838,,풍세면 보성리 422,CDM,2024-07-23,0,5321.955647087306
천안시 동남구,건설과,,36.72716371,127.1231995,,풍세면 보성리 422,CDM,2024-07-23,0,5352.441359575565
천안시 동남구,건설과,,36.72700618,127.1230425,,풍세면 보성리 422,CDM,2024-07-23,0,5373.007956138289
천안시 동남구,건설과,,36.72704044,127.1225836,,풍세면 보성리 422,CDM,2024-07-23,0,5380.214353581111
천안시 동남구,건설과,,36.72708608,127.1220155,,풍세면 보성리 422,CDM,2024-07-23,0,5389.210950458704
천안시 동남구,건설과,,36.72714766,127.1212796,,풍세면 보성리 422,CDM,2024-07-23,0,5401.293108379649
천안시 동남구,건설과,,36.72720018,127.1205884,,풍세면 보성리 422,CDM,2024-07-23,0,5413.9120484506875
천안시 동남구,건설과,,36.72724589,127.1199364,,풍세면 보성리 422,CDM,2024-07-23,0,5426.839695021577
천안시 동남구,건설과,,36.72888433,127.1237032,,풍세면 보성리 422,CDM,2024-07-23,0,5156.034914426272
천안시 동남구,건설과,,36.74394552,127.2134996,,성남면 용원리 291-39,LED,2024-07-23,0,3157.5365803328136
천안시 동남구,건설과,,36.74530298,127.2136246,,성남면 용원리 291-39,LED,2024-07-23,0,3025.212455343096
천안시 동남구,건설과,,36.7455911,127.2129219,,성남면 용원리 291-39,LED,2024-07-23,0,2969.641474759642
천안시 동남구,건설과,,36.74411595,127.2114174,,성남면 용원리 291-39,LED,2024-07-23,0,3068.6012516218207
천안시 동남구,건설과,,36.74338598,127.211449,,성남면 용원리 291-39,LED,2024-07-23,0,3145.4403165219132
천안시 동남구,건설과,,36.74697727,127.2137879,,성남면 용원리 291-39,LED,2024-07-23,0,2864.974115390332
천안시 동남구,건설과,,36.74670368,127.2130929,,성남면 용원리 291-39,LED,2024-07-23,0,2864.346001608171
천안시 동남구,건설과,,36.74606014,127.2126656,,성남면 용원리 291-39,LED,2024-07-23,0,2912.7156954977286
천안시 동남구,건설과,,36.74516903,127.2121089,,성남면 용원리 291-39,LED,2024-07-23,0,2983.2545053667877
천안시 동남구,건설과,,36.74300589,127.2123605,,성남면 용원리 291-39,LED,2024-07-23,0,3214.206677856519
천안시 동남구,건설과,,36.74339407,127.2119697,,성남면 용원리 291-39,LED,2024-07-23,0,3161.259346482946
천안시 동남구,건설과,,36.74459255,127.211973,,성남면 용원리 291-39,LED,2024-07-23,0,3037.716724311345
천안시 동남구,건설과,,36.74321645,127.2130329,,성남면 용원리 291-39,LED,2024-07-23,0,3215.286887980022
천안시 동남구,건설과,,36.74467459,127.2139663,,성남면 용원리 291-39,LED,2024-07-23,0,3101.3874848467594
천안시 동남구,건설과,,36.74478608,127.2146048,,성남면 용원리 291-39,LED,2024-07-23,0,3115.1670277825915
천안시 동남구,건설과,,36.74511193,127.2137995,,성남면 용원리 291-39,LED,2024-07-23,0,3051.100490729921
천안시 동남구,건설과,,36.74537895,127.2131396,,성남면 용원리 291-39,LED,2024-07-23,0,2999.1867074290913
천안시 동남구,건설과,,36.74632091,127.2129743,,성남면 용원리 291-39,LED,2024-07-23,0,2898.107027973945
천안시 동남구,건설과,,36.74361278,127.2131235,,성남면 용원리 291-39,LED,2024-07-23,0,3177.918045634721
천안시 동남구,건설과,,36.74440034,127.2136352,,성남면 용원리 291-39,LED,2024-07-23,0,3116.492070090174
천안시 동남구,건설과,,36.74472674,127.2150301,,성남면 용원리 291-39,LED,2024-07-23,0,3138.134993639898
천안시 동남구,건설과,,36.74501486,127.2143274,,성남면 용원리 291-39,LED,2024-07-23,0,3081.390346886344
천안시 동남구,건설과,,36.72724102,127.1180529,,풍세면 보성리 680-25,LED,2024-07-23,0,5481.832341020688
천안시 동남구,건설과,,36.72696481,127.1194182,,풍세면 보성리 680-25,LED,2024-07-23,0,5471.004905780358
천안시 동남구,건설과,,36.72721786,127.1186797,,풍세면 보성리 680-25,LED,2024-07-23,0,5465.62282327152
천안시 동남구,건설과,,36.72659837,127.1163727,,풍세면 보성리 680-25,LED,2024-07-23,0,5600.943791304957
천안시 동남구,건설과,,36.7263824,127.1160645,,풍세면 보성리 680-25,LED,2024-07-23,0,5633.221663307809
천안시 동남구,건설과,,36.72615299,127.1156724,,풍세면 보성리 680-25,LED,2024-07-23,0,5669.663572933582
천안시 동남구,건설과,,36.72596874,127.1151795,,풍세면 보성리 680-25,LED,2024-07-23,0,5704.848944886314
천안시 동남구,건설과,,36.72722382,127.1172188,,풍세면 보성리 680-25,LED,2024-07-23,0,5509.210756450444
천안시 동남구,건설과,,36.72716306,127.1194129,,풍세면 보성리 680-25,LED,2024-07-23,0,5450.249675475654
천안시 동남구,건설과,,36.72687062,127.1167201,,풍세면 보성리 680-25,LED,2024-07-23,0,5561.62739220501
천안시 동남구,건설과,,36.72635849,127.1128181,,풍세면 보성리 680-25,LED,2024-07-23,0,5746.318364428779
천안시 동남구,건설과,,36.72588361,127.1146869,,풍세면 보성리 680-25,LED,2024-07-23,0,5730.00298954006
천안시 동남구,건설과,,36.72614614,127.1134279,,풍세면 보성리 680-25,LED,2024-07-23,0,5746.2797356420915
천안시 동남구,건설과,,36.72590236,127.1139313,,풍세면 보성리 680-25,LED,2024-07-23,0,5753.73164688209
천안시 동남구,건설과,,36.72631428,127.1233157,,풍세면 보성리 422,CDM,2024-07-23,0,5441.035521568082
천안시 동남구,건설과,,36.72673344,127.1231876,,풍세면 보성리 422,CDM,2024-07-23,0,5398.9186182601725
천안시 동남구,건설과,,36.72688928,127.122796,,풍세면 보성리 422,CDM,2024-07-23,0,5391.344476510098
천안시 동남구,건설과,,36.72693266,127.1222448,,풍세면 보성리 422,CDM,2024-07-23,0,5399.9578366689575
천안시 동남구,건설과,,36.72697833,127.1216403,,풍세면 보성리 422,CDM,2024-07-23,0,5410.108917527324
천안시 동남구,건설과,,36.72703546,127.1208484,,풍세면 보성리 422,CDM,2024-07-23,0,5424.481109228258
천안시 동남구,건설과,,36.72710384,127.1200621,,풍세면 보성리 422,CDM,2024-07-23,0,5438.3940382126475
천안시 동남구,건설과,,36.72502771,127.1235235,,풍세면 보성리 422,CDM,2024-07-23,0,5574.929870524527
천안시 동남구,건설과,,36.72523948,127.1235182,,풍세면 보성리 422,CDM,2024-07-23,0,5552.220175333576
천안시 동남구,건설과,,36.72545135,127.123415,,풍세면 보성리 422,CDM,2024-07-23,0,5531.671540711963
천안시 동남구,건설과,,36.72568116,127.1233902,,풍세면 보성리 422,CDM,2024-07-23,0,5507.478249882353
천안시 동남구,건설과,,36.72590872,127.1233682,,풍세면 보성리 422,CDM,2024-07-23,0,5483.477473926662
천안시 동남구,건설과,,36.72611826,127.1233405,,풍세면 보성리 422,CDM,2024-07-23,0,5461.556227646583
천안시 동남구,건설과,,36.72653736,127.1232656,,풍세면 보성리 422,CDM,2024-07-23,0,5418.19499959963
천안시 동남구,건설과,,36.77662843,127.2113134,,목천읍 신계리 172-10,나트륨,2024-07-23,0,489.4095366266654
천안시 동남구,건설과,,36.77637129,127.2114947,,목천읍 신계리 172-10,나트륨,2024-07-23,0,472.31314696449596
천안시 동남구,건설과,,36.77613686,127.2115753,,목천읍 신계리 172-10,나트륨,2024-07-23,0,454.0371717039392
천안시 동남구,건설과,,36.77582164,127.211482,,목천읍 신계리 172-10,나트륨,2024-07-23,0,420.3639024041424
천안시 동남구,건설과,,36.77554226,127.2115009,,목천읍 신계리 172-10,나트륨,2024-07-23,0,396.3467595669873
천안시 동남구,건설과,,36.77500554,127.2118102,,목천읍 신계리 172-10,나트륨,2024-07-23,0,370.66784448282516
천안시 동남구,건설과,,36.77526262,127.2116681,,목천읍 신계리 172-10,나트륨,2024-07-23,0,382.135920043699
천안시 동남구,건설과,,36.77649534,127.2114167,,목천읍 신계리 172-10,나트륨,2024-07-23,0,480.7684924678763
천안시 동남구,건설과,,36.77474438,127.2117199,,목천읍 신계리 172-10,나트륨,2024-07-23,0,345.2901255874769
천안시 동남구,건설과,,36.7752765,127.2114609,,목천읍 신계리 172-10,나트륨,2024-07-23,0,371.12149407152157
천안시 동남구,건설과,,36.77553357,127.2113216,,목천읍 신계리 172-10,나트륨,2024-07-23,0,385.98820682395655
천안시 동남구,건설과,,36.77577026,127.2112382,,목천읍 신계리 172-10,나트륨,2024-07-23,0,403.4904999846359
천안시 동남구,건설과,,36.77603816,127.211337,,목천읍 신계리 172-10,나트륨,2024-07-23,0,433.36556651204893
천안시 동남구,건설과,,36.77629056,127.2112873,,목천읍 신계리 172-10,나트륨,2024-07-23,0,455.27225676500757
천안시 동남구,건설과,,36.73219256,127.1010575,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5549.52085051455
천안시 동남구,건설과,,36.73242479,127.1008311,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5535.079838616329
천안시 동남구,건설과,,36.73265027,127.1005991,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5521.689479048042
천안시 동남구,건설과,,36.7329073,127.1003448,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5506.2132540607545
천안시 동남구,건설과,,36.73130587,127.0972528,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5790.555463743972
천안시 동남구,건설과,,36.73147239,127.0974881,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5764.6039683171775
천안시 동남구,건설과,,36.73079088,127.0996543,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5744.367544851015
천안시 동남구,건설과,,36.73166658,127.0969286,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5767.859386098075
천안시 동남구,건설과,,36.73102808,127.1000309,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5705.9307734529675
천안시 동남구,건설과,,36.73126527,127.1004074,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5667.559663611439
천안시 동남구,건설과,,36.73150246,127.1007839,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5629.250529882047
천안시 동남구,건설과,,36.73173966,127.1011605,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5590.999818512449
천안시 동남구,건설과,,36.73140966,127.0970626,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5787.891340880506
천안시 동남구,건설과,,36.73212471,127.0986924,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5650.801494177252
천안시 동남구,건설과,,36.73163423,127.0979249,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5730.925623071347
천안시 동남구,건설과,,36.73261522,127.0994152,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5572.719298000233
천안시 동남구,건설과,,36.7328447,127.0997793,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5535.199823940028
천안시 동남구,건설과,,36.73236471,127.0990398,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5612.8309453296215
천안시 동남구,건설과,,36.73188473,127.0983003,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5690.66573520482
천안시 동남구,건설과,,36.73140474,127.0975608,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5768.439430792979
천안시 동남구,건설과,,36.7300793,127.0985247,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5860.020623919758
천안시 동남구,건설과,,36.73031649,127.0989012,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5821.413658786907
천안시 동남구,건설과,,36.73055369,127.0992778,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5782.858941481494
천안시 동남구,건설과,,36.731263,127.0973395,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5791.351941324632
천안시 동남구,건설과,,36.73012232,127.0982617,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5866.319972737412
천안시 동남구,건설과,,36.73036018,127.098036,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5851.918041969383
천안시 동남구,건설과,,36.73083589,127.0975846,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5823.576813630432
천안시 동남구,건설과,,36.73059803,127.0978103,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5837.670605307651
천안시 동남구,건설과,,36.73107375,127.0973589,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5809.405349175921
천안시 동남구,건설과,,36.73222875,127.1008813,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5552.726912608703
천안시 동남구,건설과,,36.73196063,127.0982416,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5685.643096395753
천안시 동남구,건설과,,36.73244437,127.0989797,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5607.444388792878
천안시 동남구,건설과,,36.73292811,127.0997178,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5529.445418822707
천안시 동남구,건설과,,36.73172438,127.0978775,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5724.047509769627
천안시 동남구,건설과,,36.7322115,127.0986198,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5645.254210791707
천안시 동남구,건설과,,36.73269862,127.0993621,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5566.650098140209
천안시 동남구,건설과,,36.73307425,127.1000623,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5501.001730988071
천안시 동남구,건설과,,36.73299765,127.100065,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5508.484991047606
천안시 동남구,건설과,,36.73248016,127.1006283,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5537.502284373524
천안시 동남구,건설과,,36.73273156,127.1003753,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5522.47012637256
천안시 동남구,건설과,,36.73195581,127.1013035,풍세면보성리,풍세면 용정리 1043,CML,2024-07-23,0,5563.8224619304
천안시 동남구,건설과,,36.72901115,127.096164,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,6062.129670511735
천안시 동남구,건설과,,36.73010832,127.096087,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5956.281964213242
천안시 동남구,건설과,,36.73064875,127.0963983,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5890.144459237242
천안시 동남구,건설과,,36.73084675,127.0966981,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5858.407808462336
천안시 동남구,건설과,,36.73105375,127.0970174,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5825.028146662372
천안시 동남구,건설과,,36.72936635,127.0961439,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,6027.635751134674
천안시 동남구,건설과,,36.72862438,127.0962008,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,6098.621784816177
천안시 동남구,건설과,,36.72788241,127.0962577,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,6169.42783758418
천안시 동남구,건설과,,36.72977039,127.0960978,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5989.35184015663
천안시 동남구,건설과,,36.7282519,127.0962302,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,6134.095991867613
천안시 동남구,건설과,,36.72757595,127.0963525,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,6195.858448272165
천안시 동남구,건설과,,36.72735506,127.0965034,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,6211.627334664419
천안시 동남구,건설과,,36.72709806,127.0967213,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,6228.389582390156
천안시 동남구,건설과,,36.73094084,127.0973419,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5823.311034868685
천안시 동남구,건설과,,36.730526,127.0977416,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5847.602358141505
천안시 동남구,건설과,,36.73011115,127.0981413,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5872.291618237077
천안시 동남구,건설과,,36.73132861,127.0969897,풍세면보성리lp-B,풍세면 용정리 1044,CML,2024-07-23,0,5798.86765841919
