위도,경도,설치형태,근처 가로등수,근처 CCTV개수,근처 킥라니주차장개수,300m내_사고다발지역_개수,가장가까운_사고다발지역_거리(m),주변 학교 수,가장 가까운 학교와의 거리,광원 등급
36.73248016,127.1006283,CML,75,0,0,0,5537.502284373524,0,1397.6917661474415,4
36.73273156,127.1003753,CML,61,0,0,0,5522.47012637256,0,1371.2926399550706,4
36.73195581,127.1013035,CML,89,0,0,0,5563.8224619304,0,1453.8230013748266,4
36.72901115,127.096164,CML,90,0,0,0,6062.129670511735,0,1844.197088284836,4
36.73010832,127.096087,CML,72,0,0,0,5956.281964213242,0,1728.5723880950973,4
36.73064875,127.0963983,CML,71,0,0,0,5890.144459237242,0,1663.1376980197265,4
36.73084675,127.0966981,CML,73,0,0,0,5858.407808462336,0,1634.7413400264904,4
36.73105375,127.0970174,CML,72,0,0,0,5825.028146662372,0,1605.1842406609778,4
36.72936635,127.0961439,CML,87,0,0,0,6027.635751134674,0,1806.555523052113,4
36.72862438,127.0962008,CML,86,0,0,0,6098.621784816177,0,1884.937167921903,4
36.72788241,127.0962577,CML,77,0,0,0,6169.42783758418,0,1947.997776287855,4
36.72977039,127.0960978,CML,78,0,0,0,5989.35184015663,0,1764.406073826998,4
36.7282519,127.0962302,CML,83,0,0,0,6134.095991867613,0,1924.402594149976,4
36.72757595,127.0963525,CML,80,0,0,0,6195.858448272165,0,1936.3604312667733,4
36.72735506,127.0965034,CML,77,0,0,0,6211.627334664419,0,1920.986680144572,4
36.72709806,127.0967213,CML,79,0,0,0,6228.389582390156,0,1899.6959248743844,4
36.73094084,127.0973419,CML,77,0,0,0,5823.311034868685,0,1610.3952059377625,4
36.730526,127.0977416,CML,93,0,0,0,5847.602358141505,0,1647.6359968694585,4
36.73011115,127.0981413,CML,107,0,0,0,5872.291618237077,0,1686.070053021965,4
36.73132861,127.0969897,CML,65,0,0,0,5798.86765841919,0,1576.2462792902677,4
36.73167569,127.0968166,CML,60,0,0,0,5771.515227056095,0,1543.10507313706,4
36.73113489,127.0969671,CML,71,0,0,0,5818.993868821358,0,1597.5862253330458,4
36.73093465,127.0966534,CML,70,0,0,0,5851.4979724790965,0,1626.3743634108143,4
36.7307344,127.0963397,CML,67,0,0,0,5884.040574186076,0,1655.4344991594394,4
36.73050483,127.0960707,CML,69,0,0,0,5917.696045248262,0,1686.7175675445967,4
36.73010843,127.0959527,CML,68,0,0,0,5961.71454908186,0,1731.9571349573275,4
36.72936345,127.0960189,CML,85,0,0,0,6032.920522469321,0,1809.857398416695,4
36.72861847,127.0960851,CML,84,0,0,0,6104.010028631043,0,1888.1964520131528,4
36.72787349,127.0961514,CML,71,0,0,0,6174.665892850439,0,1957.319467234044,4
36.72977049,127.0959746,CML,76,0,0,0,5994.305484927607,0,1767.4391862326083,4
36.7290135,127.0960437,CML,87,0,0,0,6066.723524571906,0,1846.753948742052,4
36.7282565,127.0961127,CML,79,0,0,0,6138.492157938656,0,1926.504040892248,4
36.72731685,127.0963942,CML,76,0,0,0,6219.825409594637,0,1930.3836135214085,4
36.72756254,127.0962238,CML,74,0,0,0,6202.423678020383,0,1947.660746211707,4
36.72707787,127.096615,CML,79,0,0,0,6234.648685658314,0,1909.0202339673408,4
36.7271096,127.0963799,CML,77,0,0,0,6240.947390221428,0,1930.14447331152,4
36.72701182,127.0961111,CML,70,0,0,0,6261.502427058642,0,1953.4485735422904,4
36.72691404,127.0958423,CML,65,0,0,0,6282.100346798173,0,1976.8281240688352,4
36.72843914,127.0959114,CML,76,0,0,0,6128.872541853378,0,1911.4706352997464,4
36.72841914,127.0955643,CML,64,0,0,0,6144.941024065993,0,1921.942362443888,4
36.73262005,127.1025704,CML,96,0,0,0,5449.154160947369,0,1382.929098166575,4
36.73286453,127.1029421,CML,89,0,0,0,5410.667049529028,0,1358.4718045543127,4
36.73333472,127.1036788,CML,74,0,0,0,5336.041743976427,0,1314.367548100815,4
36.73380492,127.1044155,CML,54,0,0,0,5261.695538903201,0,1274.2688449490563,4
36.73192413,127.1014686,CML,91,0,0,0,5560.718732613007,0,1457.215240884955,4
36.73279449,127.105752,CML,51,0,0,0,5319.171433870916,0,1322.7655205046983,4
36.73319581,127.1053831,CML,54,0,0,0,5290.281986174728,0,1359.8437468489478,4
36.73360392,127.1049848,CML,52,0,0,0,5262.145957276648,0,1307.1742647056876,4
36.73401203,127.1045865,CML,51,0,0,0,5234.492526122821,0,1254.9391574928002,4
36.73442014,127.1041882,CML,46,0,0,0,5207.329377341151,0,1203.194983271038,4
36.73482825,127.1037899,CML,30,0,0,0,5180.664218971404,0,1152.007879489961,4
36.73298388,127.1055731,CML,52,0,0,0,5305.647381151786,0,1347.8436748999063,4
36.73357096,127.1040457,CML,58,0,0,0,5298.769125193503,0,1293.6459782456825,4
36.7330955,127.1033081,CML,82,0,0,0,5373.824327796636,0,1336.3734015535056,4
36.73239433,127.1022053,CML,97,0,0,0,5485.565809300089,0,1406.2065470248883,4
36.73214459,127.1018327,CML,90,0,0,0,5524.74593598178,0,1432.94352918328,4
36.73185196,127.1015637,CML,92,0,0,0,5564.377333402629,0,1465.2326516662015,4
36.73206601,127.1018934,CML,91,0,0,0,5530.380949706726,0,1441.7908195857156,4
36.73228006,127.1022232,CML,98,0,0,0,5496.430664983712,0,1418.9697557100571,4
36.73249412,127.1025529,CML,98,0,0,0,5462.533887796891,0,1396.798172239343,4
36.73270817,127.1028827,CML,92,0,0,0,5428.686146634238,0,1375.3107385828298,4
36.73292223,127.1032124,CML,85,0,0,0,5394.893782657572,0,1354.536347678632,4
36.73313628,127.1035422,CML,77,0,0,0,5361.152475817692,0,1334.5123628516465,4
36.73335033,127.1038719,CML,68,0,0,0,5327.46952315351,0,1315.2696641830846,4
36.7335528,127.1041969,CML,56,0,0,0,5295.189738375579,0,1298.0331252333683,4
36.73374176,127.1045106,CML,55,0,0,0,5264.74678412266,0,1282.8755308224042,4
36.73370103,127.1047205,CML,52,0,0,0,5261.476676638396,0,1291.2945520041317,4
36.73350092,127.1049175,CML,54,0,0,0,5275.032202316387,0,1316.9208933034324,4
36.73330081,127.1051145,CML,54,0,0,0,5288.704808585644,0,1342.6564153522436,4
36.7331007,127.1053116,CML,54,0,0,0,5302.490182398172,0,1368.4971540069705,4
36.73290058,127.1055086,CML,53,0,0,0,5316.395303610766,0,1347.3299033749106,4
36.73339064,127.105174,CML,54,0,0,0,5277.44289491101,0,1334.2366650437773,4
36.7337974,127.1047749,CML,52,0,0,0,5249.717247387028,0,1281.9281061797728,4
36.73420415,127.1043757,CML,49,0,0,0,5222.482680314335,0,1230.0858156209408,4
36.73461091,127.1039766,CML,41,0,0,0,5195.7376773459655,0,1178.7730854416031,4
36.73501767,127.1035775,CML,28,0,0,0,5169.49444813232,0,1128.061112823305,4
36.7245559,127.0990152,CML,94,0,0,0,6396.8715688600905,0,1700.2563349368463,4
36.72632104,127.0992167,CML,132,0,0,0,6210.436651991198,0,1674.113737717678,4
36.72680044,127.0970232,CML,84,0,0,0,6246.026446720502,0,1871.1205187961696,4
36.72652539,127.0972831,CML,86,0,0,0,6263.285236737501,0,1846.897207388084,4
36.72625033,127.0975431,CML,87,0,0,0,6280.727972508712,0,1823.1503714193743,4
36.72597528,127.097803,CML,85,0,0,0,6298.358862410128,0,1799.9170846388702,4
36.72401389,127.0995384,CML,97,0,0,0,6433.46578555649,0,1661.0996152561202,4
36.72648043,127.0971572,CML,85,0,0,0,6272.698275751999,0,1857.9856284023729,4
36.72593369,127.0976868,CML,83,0,0,0,6306.976184025666,0,1810.3072272740976,4
36.72538695,127.0982164,CML,92,0,0,0,6342.002405930763,0,1764.6980180114138,4
36.7248402,127.0987461,CML,85,0,0,0,6377.761983552474,0,1721.3137204392108,4
36.72429346,127.0992757,CML,96,0,0,0,6414.247977623396,0,1680.3450167955148,4
36.72377489,127.0997788,CML,98,0,0,0,6449.484248453797,0,1643.805393009854,4
36.72703928,127.0969731,CML,89,0,0,0,6224.211708292262,0,1876.9110619836963,4
36.72724329,127.0972775,CML,107,0,0,0,6191.839182803525,0,1851.280683896041,4
36.72744729,127.0975819,CML,115,0,0,0,6159.5005322333045,0,1825.975508748715,4
36.72570022,127.0980629,CML,92,0,0,0,6316.174460376928,0,1777.2082275010969,4
36.7276513,127.0978863,CML,125,0,0,0,6127.194281347399,0,1801.0094155969043,4
36.72572258,127.09827,CML,98,0,0,0,6306.129195274698,0,1758.6987294326748,4
36.72592206,127.0985856,CML,115,0,0,0,6274.188807264098,0,1730.2185695861165,4
36.72612155,127.0989012,CML,124,0,0,0,6242.289511103745,0,1702.0159194780094,4
36.72697192,127.0966932,CML,79,0,0,0,6242.050868692825,0,1901.408585550064,4
36.72672393,127.0969224,CML,80,0,0,0,6257.633964088784,0,1879.7499736987425,4
36.72618192,127.0974456,CML,85,0,0,0,6291.34895429809,0,1831.7741884916072,4
36.72563992,127.0979688,CML,91,0,0,0,6325.800698912244,0,1785.761485397974,4
36.72509791,127.098492,CML,90,0,0,0,6360.979226659785,0,1741.8674898429992,4
36.72984079,127.0981689,CML,115,0,0,0,5897.981173232226,0,1715.223763039219,4
36.72655534,127.0992002,CML,131,0,0,0,6187.340661362304,0,1676.212411018535,4
36.72679547,127.0989613,CML,127,0,0,0,6171.98143282962,0,1698.5434062683548,4
36.72703559,127.0987223,CML,130,0,0,0,6156.778006435289,0,1721.270999015963,4
36.72727571,127.0984833,CML,130,0,0,0,6141.726787447829,0,1744.371159480488,4
36.72751583,127.0982443,CML,129,0,0,0,6126.828896913373,0,1767.829280325343,4
36.72763342,127.0977071,CML,123,0,0,0,6136.0045024364135,0,1816.714070387976,4
36.72736118,127.0972842,CML,109,0,0,0,6179.824869385489,0,1851.6513710218424,4
36.72708893,127.0968613,CDM,85,0,0,0,6223.713147331166,0,1887.180469669864,4
36.72816065,127.0976183,CML,124,0,0,0,6086.961180997733,0,1831.090415792256,4
36.72839737,127.0974031,CML,118,0,0,0,6072.014535269283,0,1853.5998155786767,4
36.72863409,127.0971879,CML,109,0,0,0,6057.2060266033495,0,1863.6614157109327,4
