À§µµ,°æµµ,¼³Ä¡ÇüÅÂ,±ÙÃ³ °¡·Îµî¼ö,±ÙÃ³ CCTV°³¼ö,±ÙÃ³ Å±¶ó´ÏÁÖÂ÷Àå°³¼ö,300m³»_»ç°í´Ù¹ßÁö¿ª_°³¼ö,°¡Àå°¡±î¿î_»ç°í´Ù¹ßÁö¿ª_°Å¸®(m),ÁÖº¯ ÇÐ±³ ¼ö,°¡Àå °¡±î¿î ÇÐ±³¿ÍÀÇ °Å¸®,±¤¿ø µî±Þ,score_°¡·Îµî,score_CCTV,score_±¤¿ø,score_ÇÐ±³¼ö,score_ÇÐ±³°Å¸®,score_Å±¶ó´Ï,score_»ç°í´Ù¹ß¼ö,score_»ç°í°Å¸®,À§Çèµµ_Á¡¼ö,ÃÑÇÕ_score
36.8065637,127.1612516,LED,88,3,3,0,1024.6483780996004,0,518.6615050748187,5,4.943820224719101,1.6666666666666665,10.0,10.0,9.988835875034393,8.8,20.0,0.9728102340453171,66.37213300046547,66.37213300046547
36.80643461,127.1612031,LED,87,3,3,0,1016.977168981266,0,530.7465608523489,5,4.887640449438202,1.6666666666666665,10.0,10.0,9.988575745698407,8.8,20.0,0.9730137949789749,66.31589665678224,66.31589665678224
36.80637381,127.1611833,LED,88,3,3,0,1013.6844114094692,0,536.5757684581998,5,4.943820224719101,1.6666666666666665,10.0,10.0,9.98845027272321,8.8,20.0,0.9731011706188882,66.37203833472786,66.37203833472786
36.80631302,127.1611552,LED,91,3,3,0,1009.7094280379648,0,542.2005663948647,5,5.112359550561798,1.6666666666666665,10.0,10.0,9.988329199640946,8.8,20.0,0.9732066496006102,66.54056206647002,66.54056206647002
36.80625901,127.1611186,LED,89,2,3,0,1005.1974453825034,0,546.9144882113502,5,5.0,1.1111111111111112,10.0,10.0,9.988227733054892,8.8,20.0,0.9733263782363214,65.87266522240232,65.87266522240232
36.80826253,127.1621875,LED,62,2,1,0,1163.6967902138322,0,396.3613759652312,5,3.4831460674157304,1.1111111111111112,10.0,10.0,9.991468370238549,9.6,20.0,0.9691204865547991,65.15484603532019,65.15484603532019
36.80788234,127.1617944,LED,75,2,1,0,1115.5211964289692,0,408.76611769279486,5,4.213483146067416,1.1111111111111112,10.0,10.0,9.991201359701892,9.6,20.0,0.9703988598462961,65.88619447672671,65.88619447672671
36.80767747,127.1617015,LED,78,4,1,0,1099.7583532118188,0,423.632305481336,5,4.382022471910112,2.2222222222222223,10.0,10.0,9.990881366842178,9.6,20.0,0.9708171379864027,67.1659431989609,67.1659431989609
36.80742758,127.1615749,LED,80,3,2,0,1079.8374305990765,0,442.3336497204221,5,4.49438202247191,1.6666666666666665,10.0,10.0,9.990478822712591,9.200000000000001,20.0,0.9713457536901102,66.32287326554129,66.32287326554129
36.80707183,127.1614369,LED,87,3,3,0,1055.893207657798,0,472.50537898727873,5,4.887640449438202,1.6666666666666665,10.0,10.0,9.989829379959142,8.8,20.0,0.9719811305000043,66.31611762656401,66.31611762656401
36.80946064,127.1640923,LED,42,1,1,0,1169.2309790651163,0,461.037118105824,5,2.359550561797753,0.5555555555555556,10.0,10.0,9.990076232861018,9.6,20.0,0.968973632958159,63.47415598317249,63.47415598317249
36.80960895,127.1643644,LED,40,1,1,0,1166.0814061780231,0,478.3486584133069,5,2.247191011235955,0.5555555555555556,10.0,10.0,9.989703604089751,9.6,20.0,0.9690572090916771,63.36150737997295,63.36150737997295
36.80904704,127.163433,LED,46,1,1,0,1185.3647339523147,0,427.5341084905021,5,2.5842696629213484,0.5555555555555556,10.0,10.0,9.990797381013348,9.6,20.0,0.968545512415806,63.69916811190606,63.69916811190606
36.80926509,127.1637725,LED,42,1,1,0,1175.9860934003402,0,443.3003474459545,5,2.359550561797753,0.5555555555555556,10.0,10.0,9.990458014663206,9.6,20.0,0.9687943812444028,63.47435851326092,63.47435851326092
36.8084922,127.1625307,LED,57,2,1,0,1201.7398986270116,0,399.2301946011215,5,3.202247191011236,1.1111111111111112,10.0,10.0,9.991406619271025,9.6,20.0,0.9681109858948153,64.87287590728819,64.87287590728819
36.80877056,127.162987,LED,51,2,1,0,1198.4455629194356,0,410.8212560940569,5,2.865168539325843,1.1111111111111112,10.0,10.0,9.991157123101125,9.6,20.0,0.9681984034116724,64.53563517694975,64.53563517694975
36.79209307,127.1439104,CML,95,2,0,0,764.2104585701135,0,685.8051930923641,4,5.337078651685393,1.1111111111111112,8.0,10.0,9.98523812775224,10.0,20.0,0.9797211375602036,65.41314902810895,65.41314902810895
36.79200778,127.1436469,CML,95,2,0,0,778.8017084346628,0,702.2250152232111,4,5.337078651685393,1.1111111111111112,8.0,10.0,9.98488469310481,10.0,20.0,0.9793339484743835,65.41240840437568,65.41240840437568
36.79192248,127.1433947,CML,96,2,0,0,793.6653975177618,0,718.2502537740571,4,5.393258426966292,1.1111111111111112,8.0,10.0,9.984539751820302,10.0,20.0,0.9789395300221314,65.46784881991984,65.46784881991984
36.79183263,127.143176,CML,93,2,0,0,808.6222036391237,0,696.457114842511,4,5.224719101123596,1.1111111111111112,8.0,10.0,9.985008846449542,10.0,20.0,0.9785426406437248,65.29938169932797,65.29938169932797
36.79173385,127.1428902,CML,95,0,0,0,826.6612674396952,0,668.7467422267908,4,5.337078651685393,0.0,8.0,10.0,9.985605308804468,10.0,20.0,0.9780639613882236,64.30074792187808,64.30074792187808
36.79158124,127.1424081,CML,105,1,0,0,856.7992560026371,0,622.5858781319039,4,5.898876404494382,0.5555555555555556,8.0,10.0,9.98659891571424,10.0,20.0,0.9772642286478165,65.41829510441198,65.41829510441198
36.79242556,127.1446673,CML,104,2,0,0,715.9415962255034,0,647.2604465232205,4,5.842696629213483,1.1111111111111112,8.0,10.0,9.986067798671048,10.0,20.0,0.9810019857985846,65.92087752479422,65.92087752479422
36.79257406,127.1448132,CML,109,2,0,0,697.9009463543019,0,646.0864161614137,4,6.123595505617978,1.1111111111111112,8.0,10.0,9.986093069529872,10.0,20.0,0.9814807071415862,66.20228039340054,66.20228039340054
36.79148701,127.142083,CML,107,1,0,0,877.013330793323,0,591.8193595730662,4,6.011235955056179,0.5555555555555556,8.0,10.0,9.987261161233885,10.0,20.0,0.9767278339447198,65.53078050579035,65.53078050579035
36.79164406,127.1426211,CML,105,0,0,0,843.7882962280405,0,642.7894681469356,4,5.898876404494382,0.0,8.0,10.0,9.986164035929496,10.0,20.0,0.9776094836237461,64.86264992404763,64.86264992404763
36.79229968,127.1444374,CML,94,2,0,0,732.8161566323865,0,656.7847862015615,4,5.280898876404494,1.1111111111111112,8.0,10.0,9.985862788433458,10.0,20.0,0.9805542074603195,65.35842698340939,65.35842698340939
36.79218287,127.1441626,CML,93,2,0,0,749.8867160842377,0,671.0614346028722,4,5.224719101123596,1.1111111111111112,8.0,10.0,9.985555485336384,10.0,20.0,0.9801012281494342,65.30148692572052,65.30148692572052
36.79045818,127.127561,LED,96,8,9,0,460.6193480143222,1,137.33533793088458,5,5.393258426966292,4.444444444444445,10.0,8.333333333333334,9.997043873779234,6.4,20.0,0.9877771413741596,65.55585721989746,65.55585721989746
36.79059384,127.1270962,LED,96,8,8,0,427.5808689884427,1,99.95625857535876,5,5.393258426966292,4.444444444444445,10.0,8.333333333333334,9.99784845385495,6.799999999999999,20.0,0.9886538406706329,65.95753849926966,65.95753849926966
36.7905634,127.1273304,LED,96,8,8,0,440.2926084379823,1,119.12473597902144,5,5.393258426966292,4.444444444444445,10.0,8.333333333333334,9.997435854741575,6.799999999999999,20.0,0.9883165257166474,65.95678858520228,65.95678858520228
36.79067523,127.1268275,LED,100,10,7,0,409.1277106351764,1,81.61164951562701,5,5.617977528089888,5.555555555555555,10.0,8.333333333333334,9.998243319303771,7.199999999999999,20.0,0.9891435082165676,67.69425324449912,67.69425324449912
36.79038758,127.1282667,LED,97,11,9,0,501.718688904944,1,199.4120739556416,5,5.449438202247191,6.111111111111112,10.0,8.333333333333334,9.995707679687987,6.4,20.0,0.9866865414341291,67.27627686781375,67.27627686781375
36.79036757,127.1280286,LED,96,9,9,0,491.3524048655064,1,178.1419777839155,5,5.393258426966292,5.0,10.0,8.333333333333334,9.996165515886295,6.4,20.0,0.9869616180778602,66.10971889426378,66.10971889426378
36.79040386,127.1277934,LED,92,8,9,0,476.5334095227505,1,157.41310998394974,5,5.168539325842697,4.444444444444445,10.0,8.333333333333334,9.996611702210611,6.4,20.0,0.9873548505502526,65.33028365638134,65.33028365638134
36.79072199,127.1273457,LED,95,8,8,0,425.61941409638894,1,125.67593471144478,5,5.337078651685393,4.444444444444445,10.0,8.333333333333334,9.997294840996373,6.799999999999999,20.0,0.9887058892568459,65.9008571597164,65.9008571597164
36.79089991,127.1273852,LED,93,8,8,0,410.4917190846809,1,137.16673034284383,5,5.224719101123596,4.444444444444445,10.0,8.333333333333334,9.997047503036782,6.799999999999999,20.0,0.9891073132922453,65.7886516952304,65.7886516952304
36.7908131,127.1264076,LED,104,10,5,0,380.8238833684903,1,64.85706278868221,5,5.842696629213483,5.555555555555555,10.0,8.333333333333334,9.998603959717869,8.0,20.0,0.9898945701959271,68.72008404801616,68.72008404801616
36.79091265,127.1260016,LED,101,11,4,0,359.3087644386615,2,66.53075162886209,5,5.674157303370786,6.111111111111112,10.0,6.666666666666668,9.998567933771886,8.4,20.0,0.9904654890210505,67.8409685039415,67.8409685039415
36.79102533,127.1259626,LED,102,10,3,0,346.3070850463192,2,79.2369811542527,5,5.730337078651686,5.555555555555555,10.0,6.666666666666668,9.998294433747544,8.8,20.0,0.9908104977355046,67.74166423235697,67.74166423235697
36.80789011,127.1489492,LED,151,7,6,1,222.73297865389392,1,277.8219233380317,5,8.483146067415731,3.888888888888889,10.0,8.333333333333334,9.994019917344968,7.6,19.0,0.9940896236314541,68.29347783061436,68.29347783061436
36.80755028,127.1486824,LED,153,8,6,1,261.4884862955091,1,266.22627849583125,5,8.595505617977528,4.444444444444445,10.0,8.333333333333334,9.994269512170895,7.6,19.0,0.9930612189564916,68.9606141268827,68.9606141268827
36.8075254,127.148758,LED,149,8,6,1,263.75651082769474,1,259.4123841892134,5,8.370786516853933,4.444444444444445,10.0,8.333333333333334,9.994416180405954,7.6,19.0,0.9930010353290857,68.73598151036676,68.73598151036676
36.80739041,127.1486176,LED,152,8,6,1,279.72779205354504,1,258.9926384302301,5,8.539325842696629,4.444444444444445,10.0,8.333333333333334,9.994425215381677,7.6,19.0,0.9925772261397003,68.90410606199578,68.90410606199578
36.80734529,127.1486736,LED,150,8,6,1,284.2675789674291,1,251.9638468780126,5,8.426966292134832,4.444444444444445,10.0,8.333333333333334,9.994576509253458,7.6,19.0,0.9924567596984207,68.7917773388645,68.7917773388645
36.80725309,127.1485417,LED,151,10,6,1,295.64750907257405,1,255.1852710141497,5,8.483146067415731,5.555555555555555,10.0,8.333333333333334,9.994507168496005,7.6,19.0,0.9921547852428387,69.95869691004347,69.95869691004347
36.80708187,127.1485442,LED,145,9,6,0,314.5354471703856,1,244.5068195591409,5,8.146067415730338,5.0,10.0,8.333333333333334,9.99473702084733,7.6,20.0,0.9916535805103446,70.06579135042135,70.06579135042135
36.80702571,127.148418,LED,146,10,6,0,322.1560111018174,1,251.051296674352,5,8.202247191011235,5.555555555555555,10.0,8.333333333333334,9.994596151784108,7.6,20.0,0.99145136348237,70.6771835951666,70.6771835951666
36.80699632,127.148502,LED,141,10,6,0,324.4167192180082,1,242.9281500192004,5,7.921348314606741,5.555555555555555,10.0,8.333333333333334,9.994771001514588,7.6,20.0,0.9913913740012125,70.39639957901143,70.39639957901143
36.80686587,127.1483337,LED,142,10,6,0,328.75308364975825,1,249.7171877896673,5,7.97752808988764,5.555555555555555,10.0,8.333333333333334,9.994624868313407,7.6,20.0,0.9912763055186836,70.45231815260863,70.45231815260863
36.80685901,127.1484121,LED,139,9,6,0,324.787538060076,1,243.065422070844,5,7.808988764044945,5.0,10.0,8.333333333333334,9.994768046750597,7.6,20.0,0.9913815340622217,69.7284716781911,69.7284716781911
36.80674204,127.1482718,LED,136,10,5,0,319.51801883960854,1,249.4227527230572,5,7.640449438202247,5.555555555555555,10.0,8.333333333333334,9.994631205991922,8.0,20.0,0.9915213644639094,70.51549089754697,70.51549089754697
36.80668341,127.1483193,LED,134,10,5,0,311.753406418662,1,243.1611673761793,5,7.52808988764045,5.555555555555555,10.0,8.333333333333334,9.994765985844701,8.0,20.0,0.9917274039199478,70.403472166294,70.403472166294
36.80768752,127.1488227,LED,151,7,6,1,245.4615371572964,1,268.09135030358374,5,8.483146067415731,3.888888888888889,10.0,8.333333333333334,9.994229366730126,7.6,19.0,0.9934865053331156,68.29308416170119,68.29308416170119
36.80798245,127.148969,LED,154,7,6,1,212.48294016430603,1,284.89366269008525,5,8.651685393258427,3.888888888888889,10.0,8.333333333333334,9.993867699027088,7.6,19.0,0.9943616156176955,68.46213693012544,68.46213693012544
36.80809503,127.1490168,LED,153,7,6,1,200.0749271475321,1,292.58386174069653,5,8.595505617977528,3.888888888888889,10.0,8.333333333333334,9.993702168440432,7.6,19.0,0.9946908709769969,68.40612087961719,68.40612087961719
36.80800509,127.1488822,LED,155,7,6,1,209.99770668695373,1,291.57079918472203,5,8.707865168539325,3.888888888888889,10.0,8.333333333333334,9.993723974487077,7.6,19.0,0.9944275630373531,68.51823892828598,68.51823892828598
36.80775964,127.1487976,LED,154,7,6,1,237.5539588034381,1,275.4958978359069,5,8.651685393258427,3.888888888888889,10.0,8.333333333333334,9.99406998475719,7.6,19.0,0.9936963384908164,68.46167393872867,68.46167393872867
36.80813565,127.1489637,LED,151,7,6,1,195.44305610962587,1,298.989098354156,5,8.483146067415731,3.888888888888889,10.0,8.333333333333334,9.993564296511849,7.6,19.0,0.9948137809353248,68.29374636708513,68.29374636708513
36.80823461,127.1490899,LED,158,7,6,1,184.93541434716656,0,301.9966668581465,5,8.876404494382022,3.888888888888889,10.0,10.0,9.993499558970518,7.6,19.0,0.9950926086057368,70.35388555084717,70.35388555084717
36.80826174,127.1490115,LED,157,7,6,1,181.5328083089187,0,308.27733837682774,5,8.820224719101123,3.888888888888889,10.0,10.0,9.993364368290244,7.6,19.0,0.9951828991520288,70.29766087543229,70.29766087543229
36.8083292,127.1491097,LED,165,7,6,1,174.59625459813986,0,310.0736307407987,5,9.269662921348313,3.888888888888889,10.0,10.0,9.993325703318526,7.6,19.0,0.9953669654873292,70.74724447904306,70.74724447904306
36.80833831,127.1490341,LED,164,7,6,1,173.11534362764246,0,314.41650764714404,5,9.213483146067414,3.888888888888889,10.0,10.0,9.993232223428427,7.6,19.0,0.9954062625023327,70.69101052088706,70.69101052088706
36.80844637,127.1490903,LED,172,7,5,1,161.46656948118795,0,322.2077226163431,5,9.662921348314606,3.888888888888889,10.0,10.0,9.993064518486573,8.0,19.0,0.9957153709237879,71.54059012661386,71.54059012661386
36.80846653,127.1491828,LED,174,7,5,1,160.15683008539634,0,320.18278366890075,5,9.775280898876405,3.888888888888889,10.0,10.0,9.99310810504782,8.0,19.0,0.9957501257805704,71.65302801859369,71.65302801859369
36.80857236,127.1492223,LED,175,7,5,1,149.07193088570327,0,329.00423518848027,5,9.831460674157304,3.888888888888889,10.0,10.0,9.99291822439121,8.0,19.0,0.9960442713834062,71.70931205882081,71.70931205882081
36.80859272,127.1491523,LED,175,7,5,1,145.88700248502806,0,333.8581433461716,5,9.831460674157304,3.888888888888889,10.0,10.0,9.992813744616416,8.0,19.0,0.9961287857003639,71.70929209336298,71.70929209336298
36.80867141,127.1492841,LED,179,7,5,1,139.35554849134738,0,336.5156560460929,5,10.0561797752809,3.888888888888889,10.0,10.0,9.99275654198312,8.0,19.0,0.9963021024295244,71.93412730858243,71.93412730858243
36.80868277,127.1492029,LED,177,7,5,1,136.68112717086825,0,340.7711640292477,5,9.9438202247191,3.888888888888889,10.0,10.0,9.992664942698323,8.0,19.0,0.9963730700817672,71.82174712638809,71.82174712638809
36.72518968,127.1237476,CDM,29,0,0,0,5552.592502971242,0,521.7177060002626,4,1.6292134831460674,0.0,8.0,10.0,9.988770090686184,10.0,20.0,0.8526580495081407,60.47064162334039,60.47064162334039
36.72565362,127.1238799,CDM,33,0,0,0,5499.685398518473,0,526.2458594188838,4,1.8539325842696628,0.0,8.0,10.0,9.988672622741998,10.0,20.0,0.8540619767656832,60.69666718377734,60.69666718377734
36.7259059,127.1239195,CDM,35,0,0,0,5471.61657982769,0,528.0297711788995,4,1.9662921348314604,0.0,8.0,10.0,9.98863422426125,10.0,20.0,0.8548068026270605,60.80973316171977,60.80973316171977
36.72618519,127.1239675,CDM,38,0,0,0,5440.454617424804,0,532.1245579087653,4,2.134831460674157,0.0,8.0,10.0,9.988546084481623,10.0,20.0,0.8556337072340775,60.97901125238985,60.97901125238985
36.72642398,127.1239819,CDM,39,0,0,0,5414.394158135614,0,534.6858858658503,4,2.191011235955056,0.0,8.0,10.0,9.98849095221306,10.0,20.0,0.8563252398650654,61.03582742803318,61.03582742803318
36.72671007,127.1239936,CDM,39,0,0,0,5383.300099742037,0,538.9755532359956,4,2.191011235955056,0.0,8.0,10.0,9.988398617651669,10.0,20.0,0.8571503425913983,61.036560196198124,61.036560196198124
36.72691957,127.1240079,CDM,39,0,0,0,5360.409615850437,0,543.7824744210794,4,2.191011235955056,0.0,8.0,10.0,9.98829514926567,10.0,20.0,0.8577577576938906,61.037064142914616,61.037064142914616
36.72887955,127.1239663,CDM,27,0,0,0,5150.454996038584,0,616.6467628877124,4,1.5168539325842696,0.0,8.0,10.0,9.986726754437806,10.0,20.0,0.8633290513159784,60.36690973833805,60.36690973833805
36.7285709,127.1239881,CDM,30,0,0,0,5183.126224531544,0,601.7336283798408,4,1.6853932584269662,0.0,8.0,10.0,9.987047757819868,10.0,20.0,0.8624620972709008,60.534903113517736,60.534903113517736
36.72720569,127.1239888,CDM,39,0,0,0,5330.008685280292,0,548.5237654443963,4,2.191011235955056,0.0,8.0,10.0,9.988193093560813,10.0,20.0,0.8585644677855417,61.03776879730141,61.03776879730141
36.72809558,127.1239622,CDM,35,0,0,0,5234.8243632737085,0,577.1150213179673,4,1.9662921348314604,0.0,8.0,10.0,9.987577670302342,10.0,20.0,0.8610902507694704,60.81496005590328,60.81496005590328
36.72831409,127.1239737,CDM,33,0,0,0,5211.064360465164,0,587.9367093787662,4,1.8539325842696628,0.0,8.0,10.0,9.987344734800734,10.0,20.0,0.8617207391684714,60.70299805823887,60.70299805823887
36.72740621,127.1239751,CDM,39,0,0,0,5308.720157779069,0,552.8905865840632,4,2.191011235955056,0.0,8.0,10.0,9.988099098274043,10.0,20.0,0.8591293738476111,61.03823970807671,61.03823970807671
36.72761573,127.1239614,CDM,39,0,0,0,5286.471545930385,0,558.423878298045,4,2.191011235955056,0.0,8.0,10.0,9.987979994851944,10.0,20.0,0.8597197564236362,61.03871098723064,61.03871098723064
36.72784328,127.1239478,CDM,38,0,0,0,5262.290170027667,0,565.5701178329678,4,2.134831460674157,0.0,8.0,10.0,9.987826172926813,10.0,20.0,0.8603614262542922,60.98301905985526,60.98301905985526
36.72542389,127.1238236,CDM,32,0,0,0,5525.684315795028,0,524.153282838624,4,1.797752808988764,0.0,8.0,10.0,9.988717665194955,10.0,20.0,0.8533720771953197,60.63984255137903,60.63984255137903
36.72866819,127.1235769,CDM,29,0,0,0,5182.18006634951,0,574.8282196788072,4,1.6292134831460674,0.0,8.0,10.0,9.98762689342575,10.0,20.0,0.8624872042442543,60.47932758081607,60.47932758081607
36.72838441,127.1235065,CDM,33,0,0,0,5214.275019536637,0,554.0890864222939,4,1.8539325842696628,0.0,8.0,10.0,9.988073300712754,10.0,20.0,0.8616355420700527,60.703641427052474,60.703641427052474
36.72806909,127.123436,CDM,37,0,0,0,5249.757904269609,0,533.0052071990344,4,2.0786516853932584,0.0,8.0,10.0,9.9885271286142,10.0,20.0,0.860693978747544,60.927872792755,60.927872792755
36.72772449,127.1233599,CDM,39,0,0,0,5288.515751599495,0,511.8873443062044,4,2.191011235955056,0.0,8.0,10.0,9.988981688009943,10.0,20.0,0.8596655119873063,61.03965843595231,61.03965843595231
36.72742945,127.1232838,CDM,42,0,0,0,5321.955647087306,0,494.5935915632406,4,2.359550561797753,0.0,8.0,10.0,9.989353933906077,10.0,20.0,0.8587781608224618,61.207682656526295,61.207682656526295
36.72716371,127.1231995,CDM,42,0,0,0,5352.441359575565,0,479.1272440386505,4,2.359550561797753,0.0,8.0,10.0,9.989686845130134,10.0,20.0,0.8579692009829364,61.20720660791082,61.20720660791082
36.72700618,127.1230425,CDM,43,0,0,0,5373.007956138289,0,461.3526762167461,4,2.4157303370786516,0.0,8.0,10.0,9.990069440511576,10.0,20.0,0.8574234518664814,61.263223229456706,61.263223229456706
36.72704044,127.1225836,CDM,47,1,0,0,5380.214353581111,0,422.5554588362846,4,2.640449438202247,0.5555555555555556,8.0,10.0,9.990904545833478,10.0,20.0,0.8572322250378105,62.044141764629096,62.044141764629096
36.72708608,127.1220155,CDM,49,2,0,0,5389.210950458704,0,375.30605096592194,4,2.752808988764045,1.1111111111111112,8.0,10.0,9.991921583513841,10.0,20.0,0.856993494007031,62.71283517739602,62.71283517739602
36.72714766,127.1212796,CDM,49,2,0,0,5401.293108379649,0,315.88776321532026,4,2.752808988764045,1.1111111111111112,8.0,10.0,9.99320055483367,10.0,20.0,0.8566728854420642,62.71379354015089,62.71379354015089
36.72720018,127.1205884,CDM,33,2,0,0,5413.912048450688,2,262.6441099603759,4,1.8539325842696628,1.1111111111111112,8.0,6.666666666666668,9.994346617907077,10.0,20.0,0.856338032984908,58.48239501293943,58.48239501293943
36.72724589,127.1199364,CDM,33,3,0,0,5426.839695021577,2,216.4094140627312,4,1.8539325842696628,1.6666666666666665,8.0,6.666666666666668,9.995341814037303,10.0,20.0,0.8559949887834823,59.03860272042378,59.03860272042378
36.72888433,127.1237032,CDM,27,0,0,0,5156.034914426272,0,596.8190079727156,4,1.5168539325842696,0.0,8.0,10.0,9.987153544418346,10.0,20.0,0.863180984253901,60.36718846125652,60.36718846125652
36.74394552,127.2134996,LED,19,0,0,0,3157.5365803328136,0,2208.3863269552267,5,1.0674157303370786,0.0,10.0,10.0,9.952464756521868,10.0,20.0,0.9162125442760873,61.93609303113503,61.93609303113503
36.74530298,127.2136246,LED,21,0,0,0,3025.212455343096,0,2212.113244714876,5,1.1797752808988764,0.0,10.0,10.0,9.952384535076478,10.0,20.0,0.9197238580745843,62.05188367404994,62.05188367404994
36.7455911,127.2129219,LED,21,0,0,0,2969.641474759642,0,2278.529018082093,5,1.1797752808988764,0.0,10.0,10.0,9.950954943741273,10.0,20.0,0.9211984731603358,62.051928697800484,62.051928697800484
